dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Texture::un disastro,Texture,Un disastro!,NON_DESCRITTO,4,3863,
Texture::mediamente dura poco granulosa molto solubile pochi microcristalli,Texture,"mediamente dura, poco granulosa, molto solubile, pochi microcristalli","Texture mediamente dura, poco granulosa, molto solubile con pochi microcristalli.",4,18448,
Texture::leggermente schioccante,Texture,Leggermente schioccante,Texture leggermente schioccante.,4,4917,
Texture::granulosa asciutta solubile,Texture,"granulosa, asciutta, solubile","Texture granulosa, asciutta e solubile.",4,31938,
Texture::presenza di piccoli cristalli lascia la bocca pulita,Texture,presenza di piccoli cristalli lascia la bocca pulita,Texture con cristalli fini che lascia bocca pulita.,4,23837,
Texture::abbastanza duro compatto ma friabile grana fine solubile,Texture,"abbastanza duro, compatto ma friabile, grana fine, solubile","Texture abbastanza dura, compatta ma friabile, con grana fine e solubile.",4,5955,
Texture::abbastanza solubile,Texture,Abbastanza solubile,Texture abbastanza solubile.,36,1717,
Texture::cristalli evidenti granuloso,Texture,cristalli evidenti granuloso,Texture granulosa con cristalli evidenti.,4,33934,
Texture::impasta asciutto poco granuloso poco sol qualche cristallo,Texture,impasta asciutto poco granuloso poco sol qualche cristallo,"Texture che impasta, asciutta, poco granulosa e poco solubile, con qualche cristallo.",4,25691,
Texture::tirosina solubilità e friabilità moderato,Texture,tirosina solubilità e friabilità moderato,"Texture con tirosina, solubilità e friabilità moderata.",4,11200,
Texture::un poco granulosa ma abbastanza solubile,Texture,un poco- granulosa ma abbastanza solubile,Texture leggermente granulosa e abbastanza solubile.,4,14287,
Texture::abbastanza asciutta granulosa solubile,Texture,"abbastanza asciutta, granulosa, solubile","Texture abbastanza asciutta, granulosa e solubile.",4,7493,
Texture::molto duro poco friabile,Texture,"molto duro, poco friabile",Texture molto dura e poco friabile.,4,37428,
Texture::morbido e umido cedevole anche se friabilità' non perfetta microstruttura media non fine,Texture,"morbido e umido. cedevole, anche se friabilità' non perfetta. microstruttura media, non fine","Texture morbida, umida e cedevole, con friabilità moderata e microstruttura media.",4,26005,
Texture::cristalli rinvenuti anche grossi friabile struttura non fine tende ad asciugare le fauci,Texture,"cristalli rinvenuti, anche grossi. friabile. struttura non fine. tende ad asciugare le fauci","Texture friabile con cristalli grossi, struttura non fine e tendenza ad asciugare le fauci.",4,16749,
Texture::friabilità' buona microstruttura assente e pastosa buoni i cristalli,Texture,"friabilità' buona, microstruttura assente e pastosa, buoni i cristalli","Texture friabile, con microstruttura pastosa e cristalli buoni.",4,18906,
Texture::bella pastosità cristalli presenti umidità giusta e solubilità ok,Texture,"bella pastosità, cristalli presenti, umidità giusta e solubilità OK","Texture pastosa con cristalli presenti, umidità giusta e buona solubilità.",4,9283,
Texture::friabile buona microstruttura solubile ma pochissimi cristalli,Texture,"friabile, buona microstruttura, solubile ma pochissimi cristalli","Texture friabile e solubile, con microstruttura buona e pochissimi cristalli.",4,18444,
Texture::quasi elastica poco granulosa ma solubile,Texture,"quasi elastica, poco granulosa ma solubile","Texture quasi elastica, poco granulosa ma solubile.",2,46827,
Texture::morbido asciutto tende ad impastare cristalli poco sol,Texture,morbido asciutto tende ad impastare cristalli poco sol,"Texture morbida, asciutta, che tende a impastare, con cristalli poco solubili.",4,24179,
Texture::asciutto troppo pastoso e poco friabile cristalli medii,Texture,"asciutto, troppo pastoso e poco friabile, cristalli medii","Texture asciutta, troppo pastosa e poco friabile, con cristalli medi.",4,25698,
Texture::asciutto poco granuloso e pastoso poco sol,Texture,asciutto poco granuloso e pastoso poco sol,"Texture asciutta, poco granulosa e pastosa, poco solubile.",4,30638,
Texture::asciutto cristalli evidenti poco solub rimane residuo,Texture,asciutto cristalli evidenti poco solub rimane residuo,"Texture asciutta con cristalli evidenti, poco solubile, lascia residuo in bocca.",4,31931,
Texture::umido cedevole poca struttura pastoso immaturo,Texture,"umido, cedevole, poca struttura. Pastoso. immaturo","Texture umida, cedevole e pastosa, con poca struttura.",4,37342,
Texture::granulosa solubile umidità ok leggera sabbiosit' in chiusura,Texture,"granulosa, solubile, umidità ok, leggera sabbiosit' in chiusura","Texture granulosa, solubile, umidità giusta e leggermente sabbiosa in chiusura.",4,7878,
Texture::media adesivita tirosia percepita,Texture,"media adesivita-, tirosia percepita",Texture mediamente adesiva con tirosina percepita.,4,47493,
Texture::molto pastoso non da grana,Texture,molto pastoso non da grana,"Texture molto pastosa, non da grana.",4,18450,
Texture::pressoche assente,Texture,pressoche assente,Texture pressoché assente.,4,7809,
Texture::friabilità e solubilità forte tirosina moderata,Texture,friabilità e solubilità FORTE;tirosina MODERATA,"Texture molto friabile e solubile, con tirosina moderata.",4,27665,
Texture::molti cristalli decente microstruttura abbastanza solubile,Texture,"molti cristalli, decente microstruttura, abbastanza solubile","Texture con molti cristalli, decente microstruttura e abbastanza solubile.",4,11204,
Texture::compatto non molto friabile deformabile,Texture,"compatto, non molto friabile, deformabile,","Texture compatta, poco friabile e deformabile.",4,9450,
Texture::pastoso poca grana,Texture,"pastoso, poca grana","Texture pastosa, poca grana.",4,16753,
Texture::molto compatto non friabile no cristalli poco solubile non caratteristico,Texture,"molto compatto, non friabile, no cristalli, poco solubile, non caratteristico","Texture molto compatta, non friabile, senza cristalli e poco solubile.",4,21845,
Texture::morbido fondente struttura non definita rari cristalli,Texture,morbido. fondente. struttura non definita. rari cristalli,"Texture morbida, fondente, con struttura poco definita e rari cristalli.",4,41497,
Texture::molto compatto,Texture,Molto compatto,Texture molto compatta.,12,727,
Texture::una porzione è da pasta stirata,Texture,una porzione è da pasta stirata,Texture con zone da pasta stirata.,4,44732,
Texture::abbastanza durto e cpompatto grana molto fine cristalli non percepiti un poco' asciutto,Texture,"abbastanza durto e cpompatto, grana molto fine, cristalli non percepiti, un poco' asciutto","Texture abbastanza dura e compatta, grana molto fine, cristalli non percepibili, leggermente asciutta.",4,24324,
Texture::duro poco solubile,Texture,"duro, poco solubile.","Texture dura, poco solubile.",4,11555,
Texture::adesivo poco friabile e poco solubile,Texture,"adesivo, poco friabile e poco solubile","Texture adesiva, poco friabile e poco solubile.",4,32399,
Texture::duro friabile grana grossolana con cristalli ben percepibili abbastanza solubile,Texture,"duro, friabile, grana grossolana, con cristalli ben percepibili, abbastanza solubile","Texture dura, friabile, con grana grossolana, cristalli ben percepibili e abbastanza solubile.",4,27871,
Texture::contrasto umidità e untuosita,Texture,Contrasto umidità e untuosita..,Texture con contrasto tra umidità e untuosità.,10,2186,
Texture::morbido pastoso con cristalli,Texture,morbido pastoso con cristalli,Texture morbido pastoso con cristalli.,4,37508,
Texture::asciutta granulosa poco solubile,Texture,"asciutta, granulosa, poco solubile","Texture asciutta, granulosa e poco solubile.",4,5876,
Texture::secco asciutto,Texture,"secco, asciutto",Texture secco e asciutto.,8,15512,
Texture::morbido con tanti piccoli cristalli poco solub lascia residuo sabbioso,Texture,morbido con tanti piccoli cristalli poco solub lascia residuo sabbioso,"Texture morbida con cristalli fini, poco solubile e che lascia residuo sabbioso.",4,30687,
Texture::sabbioso con moltri cristalli e frammenti scarsamente solubili,Texture,sabbioso con moltri cristalli e frammenti scarsamente solubili,Texture sabbioso con molti cristalli e frammenti scarsamente solubili.,4,47214,
Texture::non perfettamente friabile cedevole al molare morbido cristalli molto presenti anche grossi pure troppo,Texture,"non perfettamente friabile, cedevole al molare, morbido. Cristalli molto presenti, anche grossi, pure troppo","Texture poco friabile, cedevole al molare, morbida, con cristalli abbondanti e grossi.",4,40341,
Texture::media morbidezza e leggermente asciutto,Texture,media morbidezza e leggermente asciutto,Texture mediamente morbida e leggermente asciutta.,4,7807,
Texture::pastoso poco friabile,Texture,pastoso poco friabile,Texture pastosa e poco friabile.,4,37506,
Texture::manca un pò di umidità ma nel complesso ok,Texture,"manca un pò di umidità, ma nel complesso OK",Texture leggermente asciutta.,4,9955,
Texture::poca struttura si scioglie bene in bocca qualche granulo,Texture,"poca struttura, si scioglie bene in bocca, qualche granulo","Texture con poca struttura, si scioglie bene in bocca e qualche granulo.",2,46665,
Texture::morbido poco granuloso pochi cristalli,Texture,morbido poco granuloso pochi cristalli,"Texture morbida, poco granulosa e con pochi cristalli.",4,31854,
Texture::mediamente dura granulosa solubile con media presenza di microcristalli,Texture,"mediamente dura, granulosa, solubile, con media presenza di microcristalli","Texture mediamente dura, granulosa, solubile con media presenza di microcristalli.",4,27450,
Texture::abbastanza adesivo,Texture,abbastanza adesivo,Texture abbastanza adesiva.,8,33788,
Texture::cristalli percepiti grossi friabilità buona non molto umido,Texture,"cristalli percepiti, grossi. friabilità buona. non molto umido","Texture con cristalli grossi percepibili, buona friabilità e scarsa umidità.",4,41105,
Texture::morbido poco granuloso no cristalli (1),Texture,morbido poco granuloso no cristalli (1),"Texture morbida, poco granulosa, senza cristalli.",4,24249,
Texture::molto solubile,Texture,molto solubile,Texture molto solubile.,8,29571,
Texture::troppo pastoso,Texture,troppo pastoso,Texture troppo pastosa.,12,20385,
Texture::un poco pastoso,Texture,un poco pastoso,Texture poco pastosa.,4,33782,
Texture::farinoso,Texture,farinoso,Texture farinosa.,12,12954,
Texture::friabile ma non asciutto microcristalli fini e presenti struttura fine,Texture,friabile ma non asciutto. microcristalli fini e presenti. struttura fine,"Texture friabile, non asciutta, con microcristalli fini presenti e struttura fine.",4,5805,
Texture::fuori standard,Texture,fuori standard,NON_DESCRITTO,4,24318,
Texture::gestire mediocre,Texture,Gestire mediocre,NON_DESCRITTO,4,51283,
Texture::molto asciutto,Texture,molto asciutto,Texture molto asciutta.,8,31780,
Texture::tirosina assente friabilità e solubilità moderata,Texture,tirosina ASSENTE;friabilità e solubilità MODERATA,"Texture senza tirosina, friabilità e solubilità moderata.",4,27805,
Texture::morbido e cedevole impasta la bocca cristalli presenti,Texture,morbido e cedevole. impasta la bocca. cristalli presenti,"Texture morbida e cedevole, che impasta la bocca, con cristalli presenti.",4,5574,
Texture::leggermente tenero ma bella struttura,Texture,Leggermente tenero ma bella struttura,Texture leggermente tenera con bella struttura.,4,826,
Texture::compatto e duro microstruttura grossolana non molto solubile pochi cristalli percepiti,Texture,"compatto e duro, microstruttura grossolana, non molto solubile,pochi cristalli percepiti","Texture compatta e dura, microstruttura grossolana, poco solubile, pochi cristalli percepiti.",4,16754,
Texture::media presenza di cristalli e umidità' equilibrata,Texture,media... presenza di cristalli e umidità' equilibrata,Texture media con cristalli e umidità equilibrata.,4,40347,
Texture::buona solubilità' e microstruttura,Texture,buona solubilità' e microstruttura,Texture con buona solubilità e microstruttura ben strutturata.,4,11554,
Texture::leggermente pastoso non troppo solubile,Texture,"leggermente. pastoso, non troppo solubile",Texture leggermente pastosa e poco solubile.,4,42598,
Texture::appena un poco' plastico,Texture,appena un poco' plastico,Texture leggermente plastica.,4,12882,
Texture::presenza di cristalli medio grossi rimane un poco granuloso e sabbioso,Texture,"presenza di cristalli medio grossi, rimane un poco granuloso e sabbioso","Texture con cristalli medio-grossi, rimane granulosa e sabbiosa.",4,18374,
Texture::buona l agran ae i mmicrocristalli,Texture,buona l agran ae i mmicrocristalli,Texture con buona grana e microcristalli.,4,25998,
Texture::non scioglie subito ma lascia la bocca pulita ci sono molti cristalli,Texture,"non scioglie subito, ma lascia la bocca pulita, ci sono molti cristalli","Texture poco solubile, lascia bocca pulita, con cristalli abbondanti.",4,5877,
Texture::mancanza di cristalli,Texture,Mancanza di cristalli,Texture con cristalli assenti.,4,50436,
Texture::compatto poco friabile poco granuloso adesivo quasi senza cristalli,Texture,"compatto, poco friabile, poco granuloso, adesivo, quasi senza cristalli","Texture compatta, poco friabile, poco granulosa, adesiva e quasi senza cristalli.",4,5498,
Texture::friabile un pochetto asciutto cristalli molti anche grossi,Texture,"friabile, un pochetto asciutto, cristalli molti, anche grossi","Texture friabile, leggermente asciutto, con cristalli abbondanti e grossi.",2,46330,
Texture::umido adesivo,Texture,"umido, adesivo",Texture umida e adesiva.,8,7883,
Texture::controverso,Texture,Controverso,NON_DESCRITTO,4,331,
Texture::non molto friabile tendente all'adesivo e poco solubile assenti i cristalli,Texture,"non molto friabile, tendente all'adesivo e poco solubile, assenti i cristalli","Texture poco friabile, tendente all'adesivo e poco solubile, cristalli assenti.",4,41388,
Texture::poco solubile duro,Texture,poco solubile. duro,Texture poco solubile e dura.,8,29443,
Texture::finale potrebbe essere più solubile,Texture,finale potrebbe essere più solubile,Texture poco solubile in finale.,8,29060,
Texture::friabile in una struttura molti fine consistenza finale sabbiosa farinosa non asciutto,Texture,friabile in una struttura molti fine. consistenza finale sabbiosa-farinosa. non asciutto,"Texture friabile e fine, con consistenza finale sabbiosa-farinosa, non asciutta.",4,9192,
Texture::morbido impasta qualche cristallo sol,Texture,morbido impasta qualche cristallo sol,"Texture morbida che impasta la bocca, con qualche cristallo e solubile.",4,41160,
Texture::friabile in una microstruttura fine che tende al sabbioso lascia la bocca pulita microcristalli presenti non molti,Texture,"Friabile in una microstruttura fine che tende al sabbioso. Lascia la bocca pulita. microcristalli presenti, non molti","Texture friabile con microstruttura fine e tendenza sabbiosa, lascia bocca pulita, microcristalli presenti in quantità moderata.",4,16903,
Texture::troppo cedevole friabile,Texture,"troppo cedevole, friabile",Texture troppo cedevole e friabile.,4,17368,
Texture::duro asciutto cristalli ben percepibili non molto solubile,Texture,"duro, asciutto, cristalli ben percepibili, non molto solubile.","Texture dura, asciutta, con cristalli ben percepibili e poco solubile.",4,7888,
Texture::ancora leggermente umida ma solubile,Texture,ancora leggermente umida ma solubile,Texture ancora leggermente umida ma solubile.,4,37251,
Texture::non troppo solubile un poco sabbioso ma solo in certi pezzi,Texture,"non troppo solubile, un poco sabbioso ma solo in certi pezzi","Texture poco solubile, leggermente sabbioso in alcune zone.",4,7802,
Texture::granulosa ma ancora umida solubilità' medio bassa,Texture,"granulosa ma ancora umida, solubilità' medio bassa","Texture granulosa, ancora umida, con solubilità medio-bassa.",4,32246,
Texture::morbido con cristalli granuloso lascia un poco di residuo,Texture,morbido con cristalli granuloso lascia un poco di residuo,"Texture morbida con cristalli, granulosa e che lascia un poco di residuo in bocca.",4,32316,
Texture::leggermente asciutto,Texture,Leggermente asciutto,Texture leggermente asciutta.,56,468,
Texture::morbido tende a impastare cristalli missing,Texture,morbido. tende a impastare. cristalli missing,"Texture morbida, tende a impastare, cristalli assenti.",4,42804,
Texture::abbastanza pastoso,Texture,abbastanza pastoso,Texture abbastanza pastosa.,4,11345,
Texture::poco friabile e granuloso cedevole cristalli assenti,Texture,Poco friabile e granuloso. Cedevole . Cristalli assenti,"Texture poco friabile e granulosa, cedevole, cristalli assenti.",4,49117,
Texture::cedevole,Texture,cedevole,Texture cedevole.,4,14213,
Texture::friabile microstruttura finissima strano finale> sembra sabbioso anomalo,Texture,"friabile, microstruttura finissima. strano finale> sembra sabbioso. Anomalo","Texture friabile con microstruttura finissima, finale leggermente sabbioso.",4,34400,
Texture::friabilità solubilità e tirosina forte,Texture,"friabilità, solubilità e tirosina FORTE","Texture friabile, solubile, con tirosina intensa.",4,27455,
Texture::ascoiutto e granuloso cristalli e ben solub,Texture,ascoiutto e granuloso cristalli e ben solub,"Texture asciutta, granulosa con cristalli e ben solubile.",4,22384,
Texture::abbastanza morbido e friabile un poco' asciutto,Texture,"abbastanza morbido e friabile, un poco' asciutto,","Texture abbastanza morbida e friabile, leggermente asciutta.",4,42599,
Texture::cedevole morbido ingozza,Texture,"cedevole, morbido, ingozza","Texture cedevole, morbida e che ingozza.",4,31855,
Texture::buona friabilità ma asciutto alla deglutizione ingozza,Texture,"buona friabilità, ma asciutto alla deglutizione ingozza","Texture friabile ma asciutta, ingozza alla deglutizione.",4,44231,
Texture::consistente e friabile ma non asciutto cristalli non percepiti,Texture,consistente e friabile ma non asciutto. cristalli non percepiti,"Texture consistente e friabile, non asciutta, senza cristalli percepibili.",4,30737,
Texture::asciutto asciuga la bocca,Texture,"asciutto, asciuga la bocca","Texture asciutta, che asciuga la bocca.",2,46246,
Texture::poco friabile compatto poco granuloso abbastanza solubile,Texture,"poco friabile, compatto, poco granuloso, abbastanza solubile","Texture poco friabile, compatta, poco granulosa e abbastanza solubile.",8,15961,
Texture::poca grana abbastanza adesivo pochi cristalli,Texture,"poca grana, abbastanza adesivo, pochi cristalli","Texture con poca grana, abbastanza adesiva e pochi cristalli.",4,23835,
Texture::peccato per asciutto,Texture,Peccato per asciutto,Texture leggermente asciutta.,4,4960,
Texture::sabbioso e con presenza di numerosi cristalli,Texture,"sabbioso e con presenza di numerosi cristalli,",Texture sabbioso con cristalli abbondanti.,4,47158,
Texture::granulosa solubile un poco asciutta a tratti più\ umida,Texture,"granulosa, solubile, un poco asciutta, a tratti più\ umida","Texture granulosa, solubile, leggermente asciutta con zone più umide.",8,29189,
Texture::friabile microstruttura abbastanza fine umido non impasta,Texture,Friabile. Microstruttura abbastanza fine. Umido. Non impasta,"Texture friabile, con microstruttura abbastanza fine, umida e che non impasta.",4,11552,
Texture::friabilità intenistà medio bassa solubilità intensità medio alta granuli tirosina intensità media,Texture,friabilità intenistà medio bassa;solubilità intensità medio alta;granuli tirosina intensità media,Texture friabile con solubilità medio-alta e granuli di tirosina di media intensità.,4,9274,
Texture::friabile microstruttura fine microcristalli presenti non asciutto,Texture,friabile. microstruttura fine. microcristalli presenti. non asciutto,"Texture friabile, con microstruttura fine, microcristalli presenti e non asciutta.",4,40411,
Texture::miceostruttura tendente al fine friabile microcristalli presenti non grossi daltra parte tende all asciutto,Texture,"miceostruttura tendente al fine, friabile. Microcristalli presenti, non grossi. daltra parte tende all-asciutto","Texture friabile con microstruttura fine, microcristalli non grossi e tendente all'asciutto.",4,20510,
Texture::morbido no cristalli,Texture,morbido no cristalli,"Texture morbida, senza cristalli.",4,37004,
Texture::morbido e umido poco granuloso ma piccoli cristalli lascia residuo,Texture,morbido e umido poco granuloso ma piccoli cristalli lascia residuo,"Texture morbida e umida, poco granulosa con piccoli cristalli che lasciano residuo.",4,18364,
Texture::asciutto granuloso cristalli,Texture,asciutto granuloso cristalli,"Texture asciutta, granulosa, con cristalli.",8,20571,
Texture::granuloso ma no cristalli abba stanza sol,Texture,granuloso ma no cristalli abba stanza sol,"Texture granulosa, poco solubile.",4,5879,
Texture::compatto,Texture,Compatto,Texture compatta.,90,869,
Texture::molti granuli umidità' circa ok,Texture,"molti granuli, umidità' circa OK","Texture con molti granuli, umidità giusta.",4,21749,
Texture::seppur umido abbastanza friabile lascia la bocca pulita,Texture,seppur umido abbastanza friabile. lascia la bocca pulita,"Texture umida, abbastanza friabile, lascia la bocca pulita.",4,18904,
Texture::sembra più giovane,Texture,Sembra più giovane,NON_DESCRITTO,4,51395,
Texture::compatto quasi gommoso e deformabile non friabile,Texture,"compatto, quasi gommoso e deformabile, non friabile","Texture compatta, quasi gommosa e deformabile, non friabile.",4,27806,
Texture::un poco troppo umido ma non è bagnato,Texture,"Un Poco troppo umido, ma non è bagnato",Texture leggermente troppo umida.,4,4918,
Texture::granuloso in bocca,Texture,granuloso in bocca,Texture granulosa in bocca.,4,9365,
Texture::ben friabile e umido pochi microcristalli finale sabbioso,Texture,Ben Friabile e umido. pochi microcristalli. finale sabbioso,"Texture friabile e umida, con pochi microcristalli e finale sabbioso.",4,11412,
Texture::pastoso e sabbioso alla fine senza grana,Texture,"pastoso e sabbioso alla fine, senza grana","Texture pastosa e sabbiosa in finale, senza grana.",2,46838,
Texture::bocca pulita,Texture,bocca pulita,Texture che lascia bocca pulita.,8,42462,
Texture::friabilità' non perfetta troppo plastico al morso morbido,Texture,"friabilità' non perfetta. troppo plastico al morso, morbido","Texture poco friabile, troppo plastica al morso e morbida.",4,20384,
Texture::asciutto e inzialmente poco solub,Texture,asciutto e inzialmente poco solub,Texture asciutta e inizialmente poco solubile.,4,11341,
Texture::morbido senza struttura e microcristalli troppo solubile,Texture,"morbido, senza struttura e microcristalli, troppo solubile","Texture morbida, senza struttura e microcristalli, troppo solubile.",4,40413,
Texture::moderataemtte duro ma friabile grana piuttosto fine ma presente cristalli ben percepibili solubile,Texture,"moderataemtte duro ma friabile, grana piuttosto fine ma presente, cristalli ben percepibili,solubile","Texture moderatamente dura ma friabile, grana piuttosto fine, cristalli ben percepibili e solubile.",4,23904,
Texture::duro compatto grana fine pochi cristalli abbastanza solubile,Texture,"duro, compatto, grana fine, pochi cristalli, abbastanza solubile","Texture dura, compatta, a grana fine, con pochi cristalli e abbastanza solubile.",4,27381,
Texture::compatto potrebbe essere più granuloso pochi cristalli,Texture,"Compatto, potrebbe essere più granuloso, pochi cristalli","Texture compatta, poco granulosa, con pochi cristalli.",4,18447,
Texture::tro,Texture,tro,NON_DESCRITTO,4,31857,
Texture::mediamente dura granulosa solubile gradevole,Texture,"mediamente dura, granulosa, solubile, gradevole","Texture mediamente dura, granulosa e solubile.",4,30740,
Texture::un poco madesiva presenza di tirosina,Texture,"un poco- madesiva, presenza di tirosina",Texture leggermente adesiva con tirosina presente.,4,47549,
Texture::friabile granuloso discretamente solubile,Texture,"friabile, granuloso, discretamente solubile","Texture friabile, granulosa e discretamente solubile.",4,24185,
Texture::granuloso con cristalli poco solubile,Texture,granuloso con cristalli poco solubile,Texture granulosa con cristalli poco solubile.,4,9863,
Texture::molle e pastoso e asciutto,Texture,molle e pastoso e asciutto,"Texture molle, pastosa e asciutta.",4,27664,
Texture::cristali,Texture,cristali,Texture con cristalli presenti.,8,29574,
Texture::asciutto e poco sol lascia sensazione di farina in bocca,Texture,asciutto e poco sol lascia sensazione di farina in bocca,"Texture asciutta, poco solubile, lascia sensazione farinosa in bocca.",8,15955,
Texture::morbido poco granuloso qualche cris poco sol,Texture,morbido poco granuloso qualche cris poco sol,"Texture morbida, poco granulosa, con qualche cristallo e poco solubile.",4,21838,
Texture::cedevole al dente si frattura in microstruttura grossolana cristalli presneti impasta la bocca,Texture,cedevole al dente. si frattura in microstruttura grossolana. cristalli presneti. impasta la bocca,"Texture cedevole al dente, si frattura in microstruttura grossolana con cristalli presenti e impasta la bocca.",4,27878,
Texture::ho segnato durezza positiva perché ritengo abbia una bella espressione,Texture,"Ho segnato durezza positiva perché ritengo abbia una bella espressione,",NON_DESCRITTO,4,51219,
Texture::non molto friabile tendente all'umido,Texture,"Non molto friabile, tendente all'umido",Texture poco friabile e tendente all'umido.,4,18370,
Texture::un poco pastoso e poco solubile,Texture,un poco pastoso e poco solubile,Texture leggermente pastosa e poco solubile.,4,37505,
Texture::morbido granuloso con cristalli piccoli abbastanza solubile,Texture,morbido granuloso con cristalli piccoli abbastanza solubile,Texture morbida granulosa con cristalli piccoli e abbastanza solubile.,4,11551,
Texture::pastoso asciutto poco solub no cristalli,Texture,pastoso asciutto poco solub no cristalli,"Texture pastosa, asciutta, poco solubile, senza cristalli.",4,20130,
Texture::cedevole poco granulosa quasi sabbiosa,Texture,"cedevole, poco granulosa, quasi sabbiosa","Texture cedevole, poco granulosa e leggermente sabbioso.",2,46659,
Texture::umido molle poco friabile tende ad impastare la bocca e ingozzare cristalli presenti,Texture,"umido., molle. poco friabile, tende ad impastare la bocca e ingozzare. cristalli presenti","Texture umida, molle e poco friabile, tende ad impastare la bocca e ingozzare, con cristalli presenti.",4,16826,
Texture::granuloso e friabile cristalli evidenti solubile leggerero residuo sabbioso,Texture,granuloso e friabile cristalli evidenti solubile leggerero residuo sabbioso,"Texture granulosa e friabile, con cristalli evidenti, solubile, leggermente sabbioso e con residuo.",4,40410,
Texture::tirosina intensità forte solubilità e friabilità intensità leggera,Texture,tirosina intensità forte;solubilità e friabilità intensità leggera,"Texture con tirosina di forte intensità, solubilità e friabilità leggere.",4,16978,
Texture::friabile,Texture,friabile,Texture friabile.,8,27667,
Texture::duro grana fine solubile pochi critalli,Texture,"duro, grana fine, solubile, pochi critalli","Texture dura, a grana fine, solubile, con pochi cristalli.",4,22392,
Texture::friabile leggermente morbido solubile assenza di cristalli,Texture,"friabile, leggermente morbido, solubile, assenza di cristalli","Texture friabile, leggermente morbida e solubile, senza cristalli.",4,30836,
Texture::morbido asciutto poco firiabile e poco solub,Texture,morbido asciutto poco firiabile e poco solub,"Texture morbida, asciutta, poco friabile e poco solubile.",4,18441,
Texture::privo di struttura molle cedevole,Texture,"privo di struttura, molle, cedevole","Texture molle e cedevole, privo di struttura.",4,24114,
Texture::bella solubilità ma durezza bassa,Texture,"bella solubilità, ma durezza bassa",Texture con bella solubilità ma durezza bassa.,4,11418,
Texture::compatto duro piuttosto pastoso e rpivo di grana,Texture,"compatto, duro, piuttosto pastoso e rpivo di grana.","Texture compatta, dura, piuttosto pastosa e priva di grana.",4,12955,
Texture::friabile granulosa abbastanza solubile e con cristalli percepibili,Texture,"friabile, granulosa, abbastanza solubile e con cristalli percepibili","Texture friabile, granulosa, abbastanza solubile e con cristalli percepibili.",4,9196,
Texture::grana fine sciutto e pastoso morbido,Texture,"grana fine, sciutto e pastoso, morbido","Texture a grana fine, asciutta e pastosa, morbida.",4,25696,
Texture::friabile con piccoli cristalli farinoso ed asciutto nel finale,Texture,Friabile con piccoli cristalli. Farinoso ed asciutto nel finale,"Texture friabile con cristalli fini, farinosa e asciutta nel finale.",4,49187,
