dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Spessore della Crosta::sfumata scalzo e piatto 10 mm spigoli 20mm,Spessore della Crosta,Sfumata Scalzo e piatto 10 mm Spigoli 20mm,"Crosta sfumata con scalzo e parte piatta mediamente spessa, spigoli pronunciati.",4,27740,
Spessore della Crosta::superiore ai 14 km sempre,Spessore della Crosta,"Superiore ai 14 km, sempre",Crosta spessa.,2,46170,
Spessore della Crosta::limite non netto nel complesso piatti sottili,Spessore della Crosta,"Limite non netto, nel complesso piatti sottili","Crosta con limite sfumato, nel complesso piatta e sottile.",4,42744,
Spessore della Crosta::spessa agli angoli,Spessore della Crosta,Spessa agli angoli,Crosta spessa agli angoli.,4,5966,
Spessore della Crosta::sottile sotto il cm,Spessore della Crosta,Sottile sotto il cm,Crosta molto sottile.,4,47166,
Spessore della Crosta::spessore medio 10mm,Spessore della Crosta,Spessore medio 10mm,Crosta mediamente spessa.,4,9958,
Spessore della Crosta::più evidente sotto un piatto,Spessore della Crosta,Più evidente sotto un piatto,Crosta con spessore più marcato nella parte piatta.,4,42603,
Spessore della Crosta::mai inferiore al centimetro,Spessore della Crosta,Mai inferiore al centimetro,Crosta mediamente spessa.,4,44657,
Spessore della Crosta::crosta sfumata media piatto 5mm media scalzo 10mm media totale 6mm,Spessore della Crosta,Crosta sfumata Media piatto 5mm Media scalzo 10mm Media totale 6mm,Crosta sfumata con parte piatta molto sottile e scalzo mediamente spesso.,4,20453,
Spessore della Crosta::8 su 1 lato e 6 sull'altro,Spessore della Crosta,8 su 1 lato e 6 sull'altro,Crosta con spessore non uniforme: sottile da un lato e molto sottile dall'altro.,12,29511,
Spessore della Crosta::divero colore fra i due scalzi,Spessore della Crosta,Divero colore fra i due scalzi,Crosta con scalzi di colore diverso.,4,50544,
Spessore della Crosta::spigoli grossolana,Spessore della Crosta,Spigoli grossolana,Crosta con spigoli pronunciati e superficie grossolana.,4,25710,
Spessore della Crosta::sottocrosta molto marcato 1 4cm,Spessore della Crosta,"Sottocrosta molto marcato. 1,4cm",Crosta spessa con sottocrosta molto marcato.,4,5969,
Spessore della Crosta::un sottopiatto tende al verde,Spessore della Crosta,Un sottopiatto tende al verde,Crosta con sottopiatto tendente al verde.,5,1473,
Spessore della Crosta::10 km,Spessore della Crosta,10 km,NON_DESCRITTO,8,35775,
Spessore della Crosta::sempre sul a 1 cm,Spessore della Crosta,Sempre sul a 1 cm,Crosta mediamente spessa.,4,37013,
Spessore della Crosta::unghia marcata anche se non spessa,Spessore della Crosta,Unghia marcata anche se non spessa,"Crosta con unghia marcata, spessore non marcato.",4,9207,
Spessore della Crosta::le facce e gli scalzi hanno spessori differenti,Spessore della Crosta,Le facce e gli scalzi hanno spessori differenti,Crosta con spessore disomogeneo tra le facce e gli scalzi.,4,18308,
Spessore della Crosta::belli gli angoli,Spessore della Crosta,Belli gli angoli,Crosta con spigoli marcati.,4,4256,
Spessore della Crosta::piatto e scalzo 11mm,Spessore della Crosta,Piatto e scalzo 11mm,Crosta con parte piatta e scalzo mediamente spessi.,4,27390,
Spessore della Crosta::buoni angoli e scalzi,Spessore della Crosta,Buoni angoli e scalzi,Crosta con angoli e scalzo ben definiti.,4,4961,
Spessore della Crosta::colore sottocrosta grigiastro su sfondo molto carico,Spessore della Crosta,Colore sottocrosta grigiastro su sfondo molto carico,Crosta con sottocrosta grigiastra su sfondo molto carico.,4,51101,
Spessore della Crosta::non è omogenea lateralmente più grossa,Spessore della Crosta,Non è omogenea lateralmente più grossa,"Crosta disomogenea, lateralmente più spessa.",2,46927,
Spessore della Crosta::colore sotto crosta meno carico su un piatto,Spessore della Crosta,Colore sotto crosta meno carico su un piatto,Crosta con sottocrosta meno carica sulla parte piatta.,4,332,
Spessore della Crosta::grossomodo omogenea sui 10mm,Spessore della Crosta,Grossomodo omogenea sui 10mm,Crosta mediamente spessa e omogenea.,2,46335,
Spessore della Crosta::più spessa su una faccia,Spessore della Crosta,Più spessa su una faccia,Crosta con spessore più accentuato su una faccia.,16,5895,
Spessore della Crosta::molto fine nei piatti,Spessore della Crosta,Molto fine nei piatti!,Crosta molto sottile nella parte piatta.,4,49596,
Spessore della Crosta::spessore abbastanza omogeneo su entrambi gli sbalzi e piatti,Spessore della Crosta,Spessore abbastanza omogeneo su entrambi gli sbalzi e piatti,Crosta con spessore abbastanza omogeneo su spigoli e parti piatte.,2,46850,
Spessore della Crosta::sfumata media 12mm,Spessore della Crosta,Sfumata Media 12mm,Crosta mediamente spessa e sfumata.,4,30742,
Spessore della Crosta::10 deciso,Spessore della Crosta,10 deciso,Crosta mediamente spessa.,4,11357,
Spessore della Crosta::meno spessa su una faccia,Spessore della Crosta,Meno spessa su una faccia,Crosta con spessore variabile tra le facce.,4,31872,
Spessore della Crosta::non è sottile,Spessore della Crosta,Non è sottile,Crosta non sottile.,4,47502,
Spessore della Crosta::piatti e scalzo media 11mm spigoli media 20mm,Spessore della Crosta,Piatti e scalzo media 11mm Spigoli media 20mm,"Crosta con parti piatte e scalzo mediamente spessi, spigoli pronunciati.",4,7427,
Spessore della Crosta::1 bel piatto con spessore inferiore ai 10 mm più spesso il resto,Spessore della Crosta,1 bel piatto con spessore inferiore ai 10 mm. Più spesso il resto,Crosta con parte piatta molto sottile e resto mediamente spesso.,4,26087,
Spessore della Crosta::limite sfumato scalzi spessi,Spessore della Crosta,Limite sfumato. Scalzi spessi,Crosta con limite sfumato e scalzi spessi.,4,24260,
Spessore della Crosta::9 10 mm poco deciso,Spessore della Crosta,9 10 mm poco deciso,"Crosta sottile, spessore poco deciso.",4,15632,
Spessore della Crosta::1 piatto molto spesso l'altro buono,Spessore della Crosta,1 piatto molto spesso. L'altro buono,Crosta con parte piatta molto spessa e spessore regolare sull'altro lato.,4,18299,
Spessore della Crosta::spessore medio 7mm crosta sfumata,Spessore della Crosta,Spessore medio 7mm Crosta sfumata,Crosta molto sottile e sfumata.,4,11560,
Spessore della Crosta::mediamente 12 ma in alcuni punti anche di più,Spessore della Crosta,Mediamente 12 ma in alcuni punti anche di più,"Crosta mediamente spessa, con zone di maggiore spessore.",4,35658,
Spessore della Crosta::molto diverso nelle differenti aree piuttosto alto comunque,Spessore della Crosta,Molto diverso nelle differenti aree...piuttosto alto comunque,"Crosta con spessore variabile nelle diverse aree, tendente a essere abbastanza pronunciato.",4,40357,
Spessore della Crosta::uno scalzo più pronunciato,Spessore della Crosta,Uno scalzo più pronunciato,Crosta con scalzo pronunciato.,4,51104,
Spessore della Crosta::9 mm leggermente più visibile su uno scalzo e un piatto,Spessore della Crosta,9 mm leggermente più visibile su uno scalzo e un piatto,"Crosta sottile, leggermente più pronunciata sullo scalzo e sulla parte piatta.",4,21675,
Spessore della Crosta::colore sotto crosta sfumato netti gli angolo,Spessore della Crosta,Colore sotto crosta sfumato netti gli angolo,Crosta con sottocrosta sfumata e spigoli marcati.,4,11351,
Spessore della Crosta::sottocrosta evidente e marcato,Spessore della Crosta,Sottocrosta evidente e marcato,Crosta con sottocrosta evidente e marcata.,12,29451,
Spessore della Crosta::piuttosto elevato,Spessore della Crosta,Piuttosto elevato,Crosta spessa.,4,26171,
Spessore della Crosta::piatto sottile lato abbondante,Spessore della Crosta,Piatto sottile lato abbondante,Crosta con parte piatta sottile e lato abbastanza spesso.,4,25703,
Spessore della Crosta::sfumata spigoli accentuati media 8mm,Spessore della Crosta,Sfumata Spigoli accentuati Media 8mm,Crosta sfumata con spigoli accentuati e spessore sottile.,4,32403,
Spessore della Crosta::omogeneo,Spessore della Crosta,Omogeneo,Crosta omogenea.,8,32,
Spessore della Crosta::su di un piatto molto fine perfetta sull'altro decisamente meno,Spessore della Crosta,"Su di un piatto molto fine, perfetta. Sull'altro decisamente meno","Crosta di spessore molto sottile su un lato, decisamente più spessa sull'altro.",4,44825,
Spessore della Crosta::colore sottocrosta molto sfumato,Spessore della Crosta,Colore sottocrosta molto sfumato,Crosta con sottocrosta molto sfumata.,4,50711,
Spessore della Crosta::1 scalzo e 1 piatto brutti,Spessore della Crosta,1 scalzo e 1 piatto brutti,Crosta con scalzo e parte piatta irregolari.,10,2027,
Spessore della Crosta::omogenea,Spessore della Crosta,Omogenea,Crosta omogenea.,12,5812,
Spessore della Crosta::crosta fine ma con sottocrosta dal colore marcato,Spessore della Crosta,Crosta fine ma con sottocrosta dal colore marcato,Crosta sottile con sottocrosta marcata di colore.,4,34410,
Spessore della Crosta::piatti molto buoni,Spessore della Crosta,Piatti molto buoni,Crosta con parti piatte ben definite.,4,22397,
Spessore della Crosta::non sono riuscito a inserire il dato comp messico dare7 5,Spessore della Crosta,"Non sono riuscito a inserire il dato comp!Messico , dare7,5",NON_DESCRITTO,4,4056,
Spessore della Crosta::diversi da un piatto all'altro ma sui 8 9 mm,Spessore della Crosta,Diversi da un piatto all'altro ma sui 8 9 mm,"Crosta sottile, con spessore variabile tra i diversi lati.",4,33874,
Spessore della Crosta::1 cm di media su un piatto unghia accentuata,Spessore della Crosta,"1 cm di media, su un piatto unghia accentuata",Crosta mediamente spessa con parte piatta e unghia accentuata.,4,47388,
Spessore della Crosta::molto sottile peccato per gli spigoli pronunciati,Spessore della Crosta,Molto sottile peccato per gli spigoli pronunciati,Crosta molto sottile con spigoli pronunciati.,4,33952,
Spessore della Crosta::piatti difformi uno molto fine è netto l'altro con crosta sfumata e grossa,Spessore della Crosta,"Piatti difformi, uno molto fine è netto. L'altro con crosta sfumata e grossa","Crosta con piatti difformi, uno sottile e netto, l'altro con sfumature e spesso.",4,5503,
Spessore della Crosta::sfumata molto spessa,Spessore della Crosta,"Sfumata, molto spessa",Crosta sfumata e molto spessa.,4,16991,
Spessore della Crosta::o 6 0 8 più evidente negli angoli e scalzo,Spessore della Crosta,"O,6 0,8 più evidente negli angoli e scalzo","Crosta molto sottile, con spessore maggiore negli angoli e sullo scalzo.",4,20580,
Spessore della Crosta::per lo più sotto i 10 mm,Spessore della Crosta,Per lo più sotto i 10 mm,Crosta per lo più sottile.,4,40421,
Spessore della Crosta::uniforme 1cm,Spessore della Crosta,Uniforme 1cm,Crosta mediamente spessa e uniforme.,4,26018,
Spessore della Crosta::molto omogenea media 0 9 cm,Spessore della Crosta,"Molto omogenea media 0,9 cm",Crosta mediamente spessa e molto omogenea.,2,46345,
Spessore della Crosta::10 mm,Spessore della Crosta,10 mm..,Crosta mediamente spessa.,4,35838,
Spessore della Crosta::a tratti sottile sugli scalzi,Spessore della Crosta,A tratti sottile sugli scalzi,Crosta sottile a tratti sugli scalzi.,4,15516,
Spessore della Crosta::ben visibile,Spessore della Crosta,Ben visibile,Crosta ben marcata.,4,18301,
Spessore della Crosta::crosta sfumata spigoli accentuati media 12mm,Spessore della Crosta,Crosta sfumata Spigoli accentuati Media 12mm,Crosta sfumata con spigoli accentuati e spessore medio.,4,12960,
Spessore della Crosta::0 6 cm più spessa su un piatto,Spessore della Crosta,"0,6 cm più spessa su un piatto","Crosta molto sottile, più spessa sulla parte piatta.",12,29515,
Spessore della Crosta::crosta molto sfumata media 12mm,Spessore della Crosta,Crosta molto sfumata Media 12mm,Crosta mediamente spessa e molto sfumata.,4,35829,
Spessore della Crosta::8_10 mm,Spessore della Crosta,8_10 mm,Crosta di spessore medio.,4,9965,
Spessore della Crosta::piuttosto marcata,Spessore della Crosta,Piuttosto marcata,Crosta marcata.,4,35777,
Spessore della Crosta::colore pasta molto carico lo stacco tra crosta e pasta si vede poco,Spessore della Crosta,Colore pasta molto carico lo stacco tra crosta e pasta si vede poco,Crosta con stacco poco visibile dalla pasta.,4,50935,
Spessore della Crosta::scalzo e piatto media 8mm spigoli minimo 15mm,Spessore della Crosta,Scalzo e piatto Media 8mm Spigoli minimo 15mm,"Crosta con scalzo e parte piatta mediamente spessa, spigoli pronunciati.",4,26162,
Spessore della Crosta::più evidente negli angoli e sotto 1 piatto,Spessore della Crosta,Più evidente negli angoli e sotto 1 piatto,Crosta con spessore più marcato negli angoli e parte piatta mediamente spessa.,4,31942,
Spessore della Crosta::10 mm su i piatti,Spessore della Crosta,10 mm su i piatti,Crosta mediamente spessa sulla parte piatta.,4,36929,
Spessore della Crosta::unghia soprattutto confrontando il colore con la pasta molto pallida,Spessore della Crosta,Unghia soprattutto confrontando il colore con la pasta molto pallida,"Crosta unghia, di colore molto pallido rispetto alla pasta.",4,1757,
Spessore della Crosta::1 5 cm crosta molto spessa con unghia marcata,Spessore della Crosta,"1,5 cm. Crosta molto spessa con unghia marcata",Crosta spessa con unghia marcata.,4,18303,
Spessore della Crosta::10 11 più deciso su un piatto,Spessore della Crosta,10 11 più deciso su un piatto,"Crosta mediamente spessa, con spigoli più marcati rispetto alla parte piatta.",4,44832,
Spessore della Crosta::limite crosta sfumato tende a più di 1 cm,Spessore della Crosta,Limite crosta sfumato. Tende a più di 1 cm,"Crosta sfumata, spessore mediamente spesso.",4,27462,
Spessore della Crosta::scalzo spessi piatti a tratti anche sottili difficile fare media,Spessore della Crosta,Scalzo spessi. Piatti a tratti anche sottili. Difficile fare media,"Crosta con scalzo spesso, parte piatta irregolare tra sottile e spessa.",4,7814,
Spessore della Crosta::spigoli accentuati da circa 2cm spessore medio 1cm,Spessore della Crosta,Spigoli accentuati da circa 2cm spessore medio 1cm,Crosta con spigoli accentuati molto spessi e spessore medio sulla parte piatta.,2,46167,
Spessore della Crosta::variabile ma nel complesso fine,Spessore della Crosta,"Variabile, ma nel complesso fine!","Crosta variabile nello spessore, nel complesso sottile.",4,26094,
Spessore della Crosta::vario mediamente 11 mm,Spessore della Crosta,Vario... Mediamente 11 mm,"Crosta di spessore variabile, mediamente spessa.",4,26017,
Spessore della Crosta::crosta difforme sii due piatti media 1cm,Spessore della Crosta,Crosta difforme sii due piatti. Media 1cm,"Crosta disomogenea tra i due piatti, mediamente spessa.",4,42608,
Spessore della Crosta::abbastanza omogeneo leggermente più carico al centro,Spessore della Crosta,Abbastanza omogeneo leggermente più carico al centro,"Crosta abbastanza omogenea, leggermente più carico al centro.",4,42680,
Spessore della Crosta::spessa molto su un piatto e sugli scalzi,Spessore della Crosta,Spessa molto su un piatto e sugli scalzi,Crosta spessa sulla parte piatta e sugli scalzi.,4,18307,
Spessore della Crosta::10 scarso,Spessore della Crosta,10 scarso,"Crosta mediamente spessa, poco marcata.",4,15520,
Spessore della Crosta::1 piatto orrendo scalzi belli,Spessore della Crosta,"1 piatto orrendo, scalzi belli",Crosta con parte piatta irregolare e scalzi regolari.,4,51600,
Spessore della Crosta::in media 8 9 mm bella,Spessore della Crosta,"In media 8, 9 mm bella",Crosta sottile.,4,21677,
Spessore della Crosta::leggermente più spessa della media,Spessore della Crosta,Leggermente Più spessa della media,Crosta leggermente più spessa della media.,4,25631,
Spessore della Crosta::crosta fine ma con unghia più spessa su un piatto,Spessore della Crosta,Crosta fine ma con unghia più spessa su un piatto.,Crosta sottile con unghia più spessa sulla parte piatta.,4,18457,
Spessore della Crosta::molto fine con poca unghia,Spessore della Crosta,Molto fine con poca unghia,Crosta molto sottile con poca unghia.,4,35653,
Spessore della Crosta::12 maggiore negli angoli,Spessore della Crosta,12 maggiore negli angoli,"Crosta mediamente spessa, più pronunciata negli angoli.",4,15403,
Spessore della Crosta::piatti circa 10mm scalzo circa 12mm spigoli circa 20mm dato medio 11mm,Spessore della Crosta,Piatti circa 10mm Scalzo circa 12mm Spigoli circa 20mm Dato medio 11mm,"Crosta con parte piatta mediamente spessa, scalzo spessa, spigoli pronunciati e spessore medio.",4,35469,
Spessore della Crosta::9 colore più intenso sotto un piatto,Spessore della Crosta,9 colore più intenso sotto un piatto,"Crosta sottile e piatta, con colore più intenso in sottocrosta.",4,14157,
Spessore della Crosta::molto evidente,Spessore della Crosta,Molto evidente,Crosta molto marcata.,4,5819,
Spessore della Crosta::molto variabile e disomogenea media 12 mm,Spessore della Crosta,"Molto variabile e disomogenea, media 12 mm","Crosta molto variabile e disomogenea, con spessore medio.",4,44749,
Spessore della Crosta::diverso tra i due scalzi,Spessore della Crosta,Diverso tra i due scalzi,Crosta con spessore diverso tra i due scalzi.,4,199,
Spessore della Crosta::variabile ma mediamente fine )media,Spessore della Crosta,Variabile ma mediamente fine:-)media,"Crosta di spessore variabile, mediamente sottile.",4,11638,
Spessore della Crosta::a tratti molto sottile 6 mm la media è buona,Spessore della Crosta,A tratti molto sottile 6 mm. La media è buona,"Crosta a tratti molto sottile, con spessore medio nel complesso.",4,20582,
Spessore della Crosta::regolare 10 mm,Spessore della Crosta,Regolare 10 mm,Crosta mediamente spessa e regolare.,2,46339,
Spessore della Crosta::7 molto chiaro,Spessore della Crosta,7 molto chiaro,"Crosta molto sottile, di colore molto chiaro.",4,31871,
Spessore della Crosta::piatti e scalzo sfumati media 10mm spigoli da 22mm,Spessore della Crosta,Piatti e scalzo sfumati media 10mm Spigoli da 22mm,"Crosta con parti piatte e scalzo sfumati, spessore medio e spigoli pronunciati.",4,22212,
Spessore della Crosta::piatti molto fine spigoli belli,Spessore della Crosta,Piatti molto fine spigoli belli,Crosta con parti piatte molto sottile e spigoli pronunciati.,4,40428,
Spessore della Crosta::1 cm ma con tanta unghia sugli angoli,Spessore della Crosta,1 cm ma con tanta unghia sugli angoli,Crosta mediamente spessa con unghia marcata sugli angoli.,4,41451,
Spessore della Crosta::spesso,Spessore della Crosta,Spesso,Crosta spessa.,12,200,
Spessore della Crosta::comunque fine,Spessore della Crosta,Comunque fine!,NON_DESCRITTO,4,5078,
Spessore della Crosta::chiaro,Spessore della Crosta,Chiaro,Crosta dal colore chiaro.,20,4233,
Spessore della Crosta::su un lato colore rossastra sull'altro più tendente al grigio,Spessore della Crosta,Su un lato colore rossastra sull'altro più tendente al grigio,Crosta con colore rossastro su un lato e tendente al grigio sull'altro.,4,4227,
Spessore della Crosta::no scalzo risulta molto più sottile dell'altro crosta mediamente grossa,Spessore della Crosta,"No scalzo risulta molto più sottile dell'altro,crosta mediamente grossa","Crosta con scalzo poco pronunciato, molto più sottile rispetto all'altro lato, mediamente spessa.",4,42612,
Spessore della Crosta::sottile nei piatti spigoli molto pronunciati,Spessore della Crosta,Sottile nei piatti spigoli molto pronunciati,Crosta sottile nelle parti piatte e spigoli molto pronunciati.,4,24266,
Spessore della Crosta::piatto circa 10mm scalzo e spigoli circa 15mm la colorazione mattoncino imputabile alla crosta è molto sfumata e per un piatto va verso i 20mm media 11mm,Spessore della Crosta,Piatto circa 10mm Scalzo e spigoli circa 15mm La colorazione mattoncino imputabile alla crosta è molto sfumata e per un Piatto va verso i 20mm Media 11mm,"Crosta con parte piatta mediamente spessa, scalzo e spigoli spessi, spessore medio e colorazione sfumata.",4,35709,
Spessore della Crosta::0 8 in media,Spessore della Crosta,0.8 in media,Crosta sottile.,4,35598,
Spessore della Crosta::sottocrosta di 2cm su entrambi gli scalzi,Spessore della Crosta,Sottocrosta di 2cm su entrambi gli scalzi,Crosta con sottocrosta molto spessa sugli scalzi.,4,51496,
Spessore della Crosta::scalzi un poco grossa nei fini i piatti spigoli ok,Spessore della Crosta,Scalzi Un Poco grossa nei fini i piatti spigoli ok,"Crosta con scalzi poco pronunciati, mediamente spessa nelle zone fini, parte piatta regolare e spigoli ben definiti.",4,40358,
Spessore della Crosta::piuttosto grossa,Spessore della Crosta,Piuttosto grossa!,Crosta piuttosto spessa.,8,18306,
Spessore della Crosta::10 più intenso su un piatto,Spessore della Crosta,10 più intenso su un piatto,"Crosta mediamente spessa, con intensità maggiore sulla parte piatta.",4,25553,
Spessore della Crosta::0 9 cm ma gli spigoli sono marcati,Spessore della Crosta,"0,9 cm ma gli spigoli sono marcati",Crosta sottile con spigoli marcati.,4,33948,
Spessore della Crosta::superiore a 11 mm,Spessore della Crosta,Superiore a 11 mm,Crosta mediamente spessa.,4,22223,
Spessore della Crosta::piatto 8mm scalzo 9mm spigolo 18mm,Spessore della Crosta,Piatto 8mm Scalzo 9mm Spigolo 18mm,"Crosta con parte piatta sottile, scalzo sottile e spigoli molto spessi.",4,22394,
Spessore della Crosta::spogli e crosta pronunciate,Spessore della Crosta,Spogli e crosta pronunciate,Crosta con spigoli pronunciati.,4,14299,
Spessore della Crosta::crosta sfumata media 10mm,Spessore della Crosta,Crosta sfumata Media 10mm,Crosta sfumata e mediamente spessa.,12,11630,
Spessore della Crosta::non omogenea suk lati media maggiore di 1 2 cm,Spessore della Crosta,Non omogenea suk lati media maggiore di 1.2 cm,"Crosta disomogenea sui lati, con spessore superiore a quello mediamente spesso.",2,46177,
Spessore della Crosta::molto diverso tra piatti e scalzi ma mediamente fine,Spessore della Crosta,Molto diverso tra piatti e scalzi ma mediamente fine,"Crosta con spessore molto diverso tra le parti piatte e lo scalzo, mediamente sottile.",4,11568,
Spessore della Crosta::disomogeneo fra i 2 piatti in media anche meno di 8,Spessore della Crosta,"Disomogeneo fra i 2 piatti, in media anche meno di 8",Crosta molto sottile e disomogenea fra i due piatti.,4,9462,
Spessore della Crosta::molto chiaro,Spessore della Crosta,Molto chiaro,Crosta molto chiara.,4,49385,
Spessore della Crosta::8 su 1 e 12 sullaltro,Spessore della Crosta,8 su 1 e 12 sullaltro,Crosta con spessore sottile su un lato e mediamente spessa sull'altro.,4,44824,
Spessore della Crosta::anche molto sottile in certi punti,Spessore della Crosta,Anche molto sottile in certi punti,Crosta molto sottile in alcuni punti.,4,37349,
Spessore della Crosta::scalzi molto spessa spigoli pronunciati,Spessore della Crosta,Scalzi molto spessa spigoli pronunciati,Crosta con scalzo molto spesso e spigoli pronunciati.,12,29582,
Spessore della Crosta::disomogenea lungo il perimetro sfumata media 11mm,Spessore della Crosta,Disomogenea lungo il perimetro sfumata Media 11mm,"Crosta disomogenea lungo il perimetro, sfumata, di spessore medio.",4,31941,
Spessore della Crosta::piuttosto alto,Spessore della Crosta,Piuttosto alto!!!,Crosta spessa.,4,11358,
Spessore della Crosta::media 8mm spigoli da 15mm,Spessore della Crosta,Media 8mm Spigoli da 15mm,Crosta sottile nella parte piatta e spigoli pronunciati.,4,44655,
Spessore della Crosta::8 km,Spessore della Crosta,8 km,NON_DESCRITTO,2,46675,
Spessore della Crosta::>1cm,Spessore della Crosta,>1cm,Crosta spessa.,4,734,
Spessore della Crosta::da un lato spigoli più pronunciate,Spessore della Crosta,Da un lato spigoli più pronunciate,Crosta con spigoli pronunciati su un lato.,4,20587,
Spessore della Crosta::colore sottoscritta fino a 15 mm soprattutto negli angoli,Spessore della Crosta,Colore sottoscritta fino a 15 mm soprattutto negli angoli,"Crosta con sottocrosta fino a spessore medio, marcata soprattutto negli angoli.",4,15571,
Spessore della Crosta::non regolare,Spessore della Crosta,Non regolare,Crosta irregolare.,8,26165,
Spessore della Crosta::disomogenea sfumata spessore medio 11mm,Spessore della Crosta,Disomogenea sfumata Spessore medio 11mm,"Crosta disomogenea e sfumata, spessore medio.",4,41111,
Spessore della Crosta::spigoli belli più spessa negli scalzi,Spessore della Crosta,Spigoli belli più spessa negli scalzi,Crosta con spigoli pronunciati e spessore maggiore in corrispondenza degli scalzi.,4,33644,
Spessore della Crosta::3 lati su 4 molto spessa,Spessore della Crosta,3 lati su 4 molto spessa.,Crosta molto spessa su tre lati.,2,46254,
Spessore della Crosta::fine ok spigoli,Spessore della Crosta,Fine ok spigoli,Crosta sottile con spigoli pronunciati.,4,37274,
Spessore della Crosta::piuttosto spessa soprattutto sugli scalzi,Spessore della Crosta,Piuttosto spessa soprattutto sugli scalzi,"Crosta piuttosto spessa, soprattutto sugli scalzi.",4,18385,
Spessore della Crosta::colore fondo carico,Spessore della Crosta,Colore fondo carico,Crosta con colore di fondo carico.,4,51661,
Spessore della Crosta::evidente media 11mm spigoli almeno 20mm,Spessore della Crosta,Evidente Media 11mm Spigoli almeno 20mm,Crosta con spessore medio e spigoli pronunciati.,4,44739,
Spessore della Crosta::10 12km soprattutto negli angoli,Spessore della Crosta,10 12km soprattutto negli angoli,"Crosta mediamente spessa, soprattutto negli angoli.",4,37515,
Spessore della Crosta::12 mm soprattutto angoli,Spessore della Crosta,12 mm soprattutto angoli,"Crosta mediamente spessa, soprattutto agli angoli.",4,15459,
Spessore della Crosta::difficile vedere lo spessore a causa della disidratazione della pasta,Spessore della Crosta,Difficile vedere lo spessore a causa della disidratazione della pasta,NON_DESCRITTO,4,50532,
Spessore della Crosta::media 10mm crosta sfumata,Spessore della Crosta,Media 10mm Crosta sfumata,Crosta mediamente spessa e sfumata.,4,33789,
