sample_id,attribute,caption,caption_sentence,panelist,dairy_id,product_code,year,session_date,fetta_path,grana_path,has_fetta,has_grana,has_both_views,weight,classe
TN_302__2021-03-24__P,Struttura della Pasta,Pasta con effetto a scaglie in alcune zone.,La pasta del formaggio presenta effetto a scaglie in alcune zone.,Q_09,TN_302,C0A,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_GRANA.bmp,True,True,True,1.0,OK
TN_302__2021-03-24__P,Struttura della Pasta,Pasta con microocchiatura impercettibile al centro.,La pasta del formaggio presenta una microocchiatura impercettibile al centro.,TG_35,TN_302,C0A,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_GRANA.bmp,True,True,True,1.0,OK
TN_302__2021-03-24__P,Colore della Pasta,Pasta con leggero alone.,La pasta del formaggio presenta un leggero alone.,TG_24,TN_302,C0A,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P1_TN_302_519_A_GRANA.bmp,True,True,True,1.0,OK
TN_328__2021-03-24__P,Sapore,"Sapore anonimo, poco intenso.","Il formaggio ha un sapore anonimo, poco intenso.",TG_24,TN_328,C0P,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,True,True,True,1.0,OK
TN_328__2021-03-24__P,Texture,Texture fastidiosa in bocca.,Il formaggio presenta una texture fastidiosa in bocca.,TG_24,TN_328,C0P,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,True,True,True,1.0,OK
TN_328__2021-03-24__P,Struttura della Pasta,"Pasta con profonde fratture, una grande posizionata sotto uno dei piattoni.","La pasta del formaggio presenta profonde fratture, una grande posizionata sotto uno dei piattoni.",Q_09,TN_328,C0P,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,True,True,True,1.0,OK
TN_328__2021-03-24__P,Struttura della Pasta,Pasta con fessure pronunciate.,La pasta del formaggio presenta fessure pronunciate.,TG_12,TN_328,C0P,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,True,True,True,1.0,OK
TN_328__2021-03-24__P,Struttura della Pasta,Pasta tutta spaccata.,La pasta del formaggio è tutta spaccata.,TG_14,TN_328,C0P,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,True,True,True,1.0,OK
TN_328__2021-03-24__P,Struttura della Pasta,Pasta con fessure profonde.,La pasta del formaggio presenta fessure profonde.,TG_24,TN_328,C0P,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,True,True,True,1.0,OK
TN_328__2021-03-24__P,Struttura della Pasta,Pasta con lunghe e profonde fessure longitudinali.,La pasta del formaggio presenta lunghe e profonde fessure longitudinali.,TG_35,TN_328,C0P,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,True,True,True,1.0,OK
TN_328__2021-03-24__P,Colore della Pasta,Pasta con aree di colore non uniforme.,La pasta del formaggio presenta aree di colore non uniforme.,TG_24,TN_328,C0P,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P6_TN_328_412_A_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-03-24__P,Aroma,"Aroma di burro fresco con note lattiche prevalenti, poco complesso.","Il formaggio ha un aroma di burro fresco con note lattiche prevalenti, poco complesso.",TG_20,TN_307,C0E,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_A_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-03-24__P,Texture,Texture con cristalli abbondanti.,Il formaggio presenta una texture con cristalli abbondanti.,TG_35,TN_307,C0E,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_A_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-03-24__P,Struttura della Pasta,Pasta tendente a formare piccole scaglie.,La pasta del formaggio è tendente a formare piccole scaglie.,Q_09,TN_307,C0E,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_A_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-03-24__P,Struttura della Pasta,Pasta con grana di diversa granulosità.,La pasta del formaggio presenta una grana di diversa granulosità.,TG_19,TN_307,C0E,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_A_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-03-24__P,Struttura della Pasta,Pasta con irregolarità di frattura.,La pasta del formaggio presenta irregolarità di frattura.,TG_24,TN_307,C0E,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_A_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-03-24__P,Colore della Pasta,Pasta con leggero alone centrale.,La pasta del formaggio presenta un leggero alone centrale.,TG_14,TN_307,C0E,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P3_TN_307_155_A_GRANA.bmp,True,True,True,1.0,OK
TN_311__2021-03-24__P,Sapore,Sapore con buona persistenza.,Il formaggio ha un sapore con buona persistenza.,TG_24,TN_311,C0G,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,True,True,True,1.0,OK
TN_311__2021-03-24__P,Aroma,Aroma di grana abbastanza giovane.,Il formaggio ha un aroma di grana abbastanza giovane.,TG_14,TN_311,C0G,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,True,True,True,1.0,OK
TN_311__2021-03-24__P,Spessore della Crosta,Crosta omogenea.,La crosta del formaggio è omogenea.,TG_19,TN_311,C0G,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,True,True,True,1.0,OK
TN_311__2021-03-24__P,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.,TG_24,TN_311,C0G,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,True,True,True,1.0,OK
TN_311__2021-03-24__P,Struttura della Pasta,Pasta più fine al centro.,La pasta del formaggio è più fine al centro.,Q_09,TN_311,C0G,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,True,True,True,1.0,OK
TN_311__2021-03-24__P,Struttura della Pasta,Pasta bella e abbastanza regolare.,La pasta del formaggio è bella e abbastanza regolare.,TG_24,TN_311,C0G,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,True,True,True,1.0,OK
TN_311__2021-03-24__P,Colore della Pasta,Pasta con leggero alone centrale.,La pasta del formaggio presenta un leggero alone centrale.,TG_13,TN_311,C0G,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,True,True,True,1.0,OK
TN_311__2021-03-24__P,Colore della Pasta,Pasta con alone molto grande.,La pasta del formaggio presenta un alone molto grande.,TG_19,TN_311,C0G,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P4_TN_311_873_B_GRANA.bmp,True,True,True,1.0,OK
TN_319__2021-03-24__P,Profumo,Profumo forte.,Il formaggio ha un profumo forte.,TG_14,TN_319,C0M,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_GRANA.bmp,True,True,True,1.0,OK
TN_319__2021-03-24__P,Profumo,Profumo di tipo chimico.,Il formaggio ha un profumo di tipo chimico.,TG_19,TN_319,C0M,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_GRANA.bmp,True,True,True,1.0,OK
TN_319__2021-03-24__P,Profumo,Profumo di polvere.,Il formaggio ha un profumo di polvere.,TG_24,TN_319,C0M,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_GRANA.bmp,True,True,True,1.0,OK
TN_319__2021-03-24__P,Profumo,Profumo di banana verde.,Il formaggio ha un profumo di banana verde.,TG_35,TN_319,C0M,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_GRANA.bmp,True,True,True,1.0,OK
TN_319__2021-03-24__P,Aroma,Aroma di malga.,Il formaggio ha un aroma di malga.,TG_13,TN_319,C0M,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_GRANA.bmp,True,True,True,1.0,OK
TN_319__2021-03-24__P,Aroma,Aroma non piacevole con persistenza elevata.,Il formaggio ha un aroma non piacevole con persistenza elevata.,TG_24,TN_319,C0M,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_GRANA.bmp,True,True,True,1.0,OK
TN_319__2021-03-24__P,Texture,Texture dalla consistenza strana.,Il formaggio presenta una texture dalla consistenza strana.,TG_24,TN_319,C0M,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_GRANA.bmp,True,True,True,1.0,OK
TN_319__2021-03-24__P,Spessore della Crosta,Crosta con alone disidratato e sottocrosta poco distinguibile.,La crosta del formaggio presenta un alone disidratato e sottocrosta poco distinguibile.,Q_09,TN_319,C0M,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_GRANA.bmp,True,True,True,1.0,OK
TN_319__2021-03-24__P,Struttura della Pasta,Pasta con piccoli occhi misti a microocchiatura diffusa e fessure pronunciate.,La pasta del formaggio presenta piccoli occhi misti a microocchiatura diffusa e fessure pronunciate.,TG_35,TN_319,C0M,2020-2021_Trentingrana,2021-03-24,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__27°Seduta_24-03-2021__P5_TN_319_691_B_GRANA.bmp,True,True,True,1.0,OK
TN_326__2021-04-07__P,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.,TG_04,TN_326,C0O,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_B_GRANA.bmp,True,True,True,1.0,OK
TN_326__2021-04-07__P,Sapore,Sapore poco saporito ma equilibrato.,Il formaggio ha un sapore poco saporito ma equilibrato.,TG_04,TN_326,C0O,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_B_GRANA.bmp,True,True,True,1.0,OK
TN_326__2021-04-07__P,Struttura della Pasta,Pasta disidratata.,La pasta del formaggio è disidratata.,TG_19,TN_326,C0O,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P5_TN_326_555_B_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-04-07__P,Profumo,Profumo leggero.,Il formaggio ha un profumo leggero.,TG_04,TN_307,C0E,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-04-07__P,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.,Q_09,TN_307,C0E,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-04-07__P,Aroma,Aroma molto leggero.,Il formaggio ha un aroma molto leggero.,TG_04,TN_307,C0E,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-04-07__P,Aroma,"Aroma di dado, molto concentrato.","Il formaggio ha un aroma di dado, molto concentrato.",TG_12,TN_307,C0E,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-04-07__P,Spessore della Crosta,Crosta con spessore diverso tra i due scalzi.,La crosta del formaggio presenta uno spessore diverso tra i due scalzi.,TG_35,TN_307,C0E,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-04-07__P,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.,TG_19,TN_307,C0E,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_GRANA.bmp,True,True,True,1.0,OK
TN_307__2021-04-07__P,Colore della Pasta,Pasta con una macchia centrale.,La pasta del formaggio presenta una macchia centrale.,19_Q_09,TN_307,C0E,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P3_TN_307_759_B_GRANA.bmp,True,True,True,1.0,OK
TN_304__2021-04-07__P,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.,Q_09,TN_304,C0B,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_B_GRANA.bmp,True,True,True,1.0,OK
TN_304__2021-04-07__P,Aroma,Aroma di intensità bassa.,Il formaggio ha un aroma di intensità bassa.,TG_04,TN_304,C0B,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_B_GRANA.bmp,True,True,True,1.0,OK
TN_304__2021-04-07__P,Colore della Pasta,Pasta con alone tendente al rosato.,La pasta del formaggio presenta un alone tendente al rosato.,19_TG_19,TN_304,C0B,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P2_TN_304_963_B_GRANA.bmp,True,True,True,1.0,OK
TN_323__2021-04-07__P,Profumo,Profumo di buona intensità.,Il formaggio ha un profumo di buona intensità.,TG_04,TN_323,C0N,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P4_TN_323_124_A_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P4_TN_323_124_B_GRANA.bmp,True,True,True,1.0,OK
TN_302__2021-04-07__P,Aroma,Aroma poco intenso.,Il formaggio ha un aroma poco intenso.,TG_04,TN_302,C0A,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P1_TN_302_851_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P1_TN_302_851_A_GRANA.bmp,True,True,True,1.0,OK
TN_302__2021-04-07__P,Spessore della Crosta,Crosta spessa.,La crosta del formaggio è spessa.,TG_19,TN_302,C0A,2020-2021_Trentingrana,2021-04-07,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P1_TN_302_851_B_FETTA.bmp,data/images_flat/2020-2021_Trentingrana__VI bimestre__29°Seduta_07-04-2021__P1_TN_302_851_A_GRANA.bmp,True,True,True,1.0,OK
