dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Profumo::tra l'altro un poco' di cuoio animale,Profumo,tra l'altro un poco' di cuoio-animale,Profumo con poco di cuoio e note animali.,4,44279,
Profumo::burro fuso leggero sentore di affumicato,Profumo,"burro fuso, leggero sentore di affumicato",Profumo di burro fuso con leggero sentore di affumicato.,4,5848,
Profumo::note fermentative insilato e kiwi stramaturo non piacevole,Profumo,"note fermentative, insilato e kiwi stramaturo, non piacevole","Profumo di note fermentative, insilato e kiwi maturo.",4,25665,
Profumo::marcio putrido,Profumo,"marcio, putrido,",Profumo marcio e putrido.,4,13768,
Profumo::molto intenso e positivo,Profumo,molto intenso e positivo,Profumo molto intenso e positivo.,4,5928,
Profumo::assoluntamente non caratteristico a tratti putrido frutta fermentata,Profumo,"assoluntamente non caratteristico, a tratti putrido, frutta fermentata","Profumo non caratteristico, a tratti putrido, con note di frutta fermentata.",4,41477,
Profumo::solo una piccola nota di bruciato,Profumo,Solo una piccola nota di bruciato,Profumo con una lieve nota di bruciato.,4,1715,
Profumo::buona intensità,Profumo,Buona intensità,Profumo di buona intensità.,32,269,
Profumo::burro cotto crosta latte cotto o uht,Profumo,"burro cotto, crosta, latte cotto o uht","Profumo di burro cotto, crosta e latte cotto.",4,31899,
Profumo::sento poco non so se perché raffreddato o perché povero il fromage,Profumo,Sento poco. Non so se perché raffreddato o perché povero il fromage,Profumo poco percepibile.,4,1133,
Profumo::burro fresco e formaggio cotto,Profumo,burro fresco e formaggio cotto...,Profumo di burro fresco e formaggio cotto.,4,24084,
Profumo::un campione con odore positivo 3 con odore negativo,Profumo,"Un campione con odore positivo, 3 con odore negativo",NON_DESCRITTO,4,49391,
Profumo::leggero pungente all'inizio da butirrico,Profumo,"Leggero, pungente all'inizio da butirrico?",Profumo leggero e pungente all'inizio con note di acido butirrico.,4,50077,
Profumo::non so se ho scritto che son raffreddato,Profumo,Non so se ho scritto che son raffreddato,NON_DESCRITTO,4,1147,
Profumo::odore stantio e cipolla solo all’apertura,Profumo,Odore stantio e cipolla solo all’apertura,Profumo stantio con note di cipolla all'apertura.,4,51394,
Profumo::tostatura eccessiva gomma bruciata,Profumo,"tostatura eccessiva, gomma bruciata",Profumo di tostatura eccessiva e gomma bruciata.,4,25511,
Profumo::ananas e frutta esotica,Profumo,Ananas e frutta esotica,Profumo di ananas e frutta esotica.,4,1780,
Profumo::intenso no difetti,Profumo,intenso no difetti,"Profumo non intenso, senza difetti.",4,18263,
Profumo::poco intenso ma positivo,Profumo,poco intenso ma positivo,Profumo poco intenso ma positivo.,8,29486,
Profumo::frutta tropicale,Profumo,frutta tropicale,Profumo di frutta tropicale.,4,7773,
Profumo::leggera verdura cotta,Profumo,leggera verdura cotta,Profumo di verdura cotta leggero.,4,16719,
Profumo::stracci sporchi all'inizio poi vegetale balsamico + cotto,Profumo,stracci sporchi all'inizio poi vegetale balsamico + cotto,"Profumo inizialmente di stracci sporchi, poi vegetale balsamico e cotto.",4,40310,
Profumo::al primo impatto non buono,Profumo,Al primo impatto non buono,NON_DESCRITTO,4,14,
Profumo::ossidato stantio,Profumo,"ossidato, stantio",Profumo ossidato e stantio.,4,33903,
Profumo::stantio cavolfiore,Profumo,"stantio, cavolfiore",Profumo di cavolfiore con sentore stantio.,4,5462,
Profumo::pane tostato latte cottto un poco' di panna intensità bassa,Profumo,pane. Tostato. Latte cottto. un poco' di panna. Intensità bassa,"Profumo di pane tostato, latte cotto e panna, con intensità bassa.",4,11382,
Profumo::crem caramel,Profumo,Crem Caramel,Profumo di crema e caramello.,4,4251,
Profumo::debole e delicato equilibrato,Profumo,debole e delicato. equilibrato,"Profumo debole e delicato, equilibrato.",4,18721,
Profumo::tostato forte crosta formaggio cotto,Profumo,"tostato forte, crosta, formaggio cotto","Profumo di tostato forte, con note di crosta e formaggio cotto.",4,27771,
Profumo::plastica,Profumo,Plastica,Profumo di plastica.,4,3238,
Profumo::essenziale poco latte note vegetali fieno,Profumo,"essenziale. poco latte. note vegetali, fieno","Profumo essenziale con note vegetali e fieno, poco lattico.",2,46290,
Profumo::non sa di grana,Profumo,Non sa di grana,Profumo non tipico del grana.,4,51692,
Profumo::positivo ma poco intenso,Profumo,positivo ma poco intenso,Profumo positivo ma poco intenso.,4,5774,
Profumo::all'apertura ottimi lattici freschi poi anche cotti,Profumo,"All'apertura ottimi lattici freschi, poi anche cotti","Profumo di lattici freschi all'apertura, poi anche cotti.",4,11457,
Profumo::odore di stantio,Profumo,odore di stantio,Profumo stantio.,4,33825,
Profumo::insilato,Profumo,insilato,Profumo di insilato.,8,42431,
Profumo::brodo formagio fuso e burro fusu,Profumo,"brodo, formagio fuso e burro fusu","Profumo di brodo, formaggio fuso e burro fuso.",4,41142,
Profumo::latte cotto fieno,Profumo,latte cotto;fieno;,Profumo di latte cotto e fieno.,4,5930,
Profumo::intenso caramello latte cotto lieve nota bruciata,Profumo,"intenso, caramello, latte cotto, lieve nota bruciata",Profumo intenso di caramello e latte cotto con lieve nota bruciata.,4,41141,
Profumo::tostato mburro fuso latte cotto vegetale (fieno) e fruttato,Profumo,"Tostato mburro fuso latte cotto, vegetale (fieno) e fruttato","Profumo di tostato, burro fuso, latte cotto, vegetale con note di fieno e fruttato.",4,18803,
Profumo::sporco non positivo,Profumo,sporco non positivo,Profumo non positivo.,4,9407,
Profumo::latte e panna forte fieno forte,Profumo,latte e panna forte;fieno forte,Profumo forte di latte e panna con fieno.,4,11170,
Profumo::leggermente difettoso,Profumo,leggermente difettoso,Profumo leggermente difettoso.,8,13836,
Profumo::difettoso frutta fermentata nota chimica stantio,Profumo,"difettoso, frutta fermentata, nota chimica, stantio",Profumo di frutta fermentata con nota chimica e stantio.,4,32290,
Profumo::verdura lessa cavolfiore moderato una porzione su 4 animale letame moderato,Profumo,"verdura lessa: cavolfiore MODERATO, una porzione su 4 animale: letame MODERATO",Profumo di verdura lessa con note di cavolfiore e sentore animale di letame a intensità moderata.,4,27355,
Profumo::grana tipico intenso,Profumo,grana tipico intenso...,Profumo intenso di grana.,4,44609,
Profumo::all'apertura solvente liquame,Profumo,All'apertura solvente liquame,Profumo di solvente e liquame all'apertura.,4,3320,
Profumo::complesso,Profumo,Complesso,Profumo complesso.,4,270,
Profumo::lattici cotti intensi all'apertura anche un poco' di fermentato vegetale,Profumo,"Lattici cotti intensi, all'apertura anche un poco' di fermentato vegetale","Profumo di lattici cotti intensi, all'apertura con sentore di fermentato vegetale.",4,18260,
Profumo::molto interessante,Profumo,Molto interessante,NON_DESCRITTO,8,50767,
Profumo::frutta burro un poco ossidato,Profumo,"frutta, burro un poco- ossidato",Profumo di frutta e burro con una leggera nota ossidato.,4,40315,
Profumo::nota di crosta di formaggio che ricordano un poco un nostrano frutta fermentata,Profumo,"nota di crosta di formaggio che ricordano un poco un nostrano, frutta fermentata",Profumo di crosta di formaggio con ricordo di nostrano e nota di frutta fermentata.,4,26118,
Profumo::solo all’apertura stagnante,Profumo,Solo all’apertura stagnante,Profumo stagnante all'apertura.,4,51351,
Profumo::all'apertura nota di bruciato poi lattici cotti e lieve fermentato fugace,Profumo,"All'apertura nota di bruciato, poi lattici cotti e lieve fermentato fugace","Profumo all'apertura di bruciato, seguito da note lattiche cotte e lieve fermentato fugace.",4,17339,
Profumo::latte dolce intenso,Profumo,latte dolce intenso,Profumo di latte dolce intenso.,4,27843,
Profumo::non molto intenso note vegetali e minerali poco complesso,Profumo,non molto intenso. note vegetali e minerali. poco complesso,"Profumo poco intenso con note vegetali e minerali, poco complesso.",4,32361,
Profumo::alito di caffè,Profumo,Alito di caffè,Profumo di caffè.,4,50431,
Profumo::formaggio fritto bordo vegetale latte crudo,Profumo,formaggio fritto;bordo vegetale;latte crudo,"Profumo di formaggio fritto, nota vegetale al bordo e latte crudo.",4,47133,
Profumo::molto pannoso piacevole,Profumo,"molto pannoso, piacevole",Profumo molto pannosetto e piacevole.,4,13698,
Profumo::frutta matura pozzo di scarico topo morto,Profumo,"frutta matura, pozzo di scarico, topo morto",Profumo di frutta matura con note di pozzo di scarico e sentore di topo morto.,4,27350,
Profumo::intenso ma difettoso pozzo marcio putrido,Profumo,"intenso ma difettoso, pozzo, marcio, putrido","Profumo intenso con note di pozzo, marcio e putrido.",4,5997,
Profumo::grana nocciola burro,Profumo,"grana, nocciola, burro","Profumo di grana, nocciola e burro.",4,44693,
Profumo::note vegetali negative fermentate,Profumo,"note vegetali negative, fermentate",Profumo di note vegetali negative e fermentate.,4,44196,
Profumo::leggerissimo,Profumo,leggerissimo,Profumo leggerissimo.,8,9163,
Profumo::alito al caffè,Profumo,Alito al Caffè ...,Profumo di caffè.,4,49392,
Profumo::intensità messa negativa perché non piacevole puzza,Profumo,"Intensità messa negativa perché non piacevole, puzza,,,,",Profumo sgradevole con puzza.,4,50809,
Profumo::burro fuso burro cotto brodo mediamente intenso equilibrato,Profumo,"burro fuso, burro cotto,brodo, mediamente intenso, equilibrato","Profumo di burro fuso e burro cotto con brodo, mediamente intenso ed equilibrato.",4,41085,
Profumo::latte cotto o bruciato,Profumo,latte cotto o bruciato,Profumo di latte cotto o bruciato.,4,6002,
Profumo::prevalente mente latte acido panna acida e brodo,Profumo,"prevalente mente latte acido, panna acida e brodo","Profumo prevalentemente di latte acido, panna acida e brodo.",4,41310,
Profumo::molta panna,Profumo,Molta panna,Profumo di panna intensa.,4,24085,
Profumo::difettoso,Profumo,difettoso,Profumo difettoso.,4,27353,
Profumo::marcio putrido fermentato e marcito,Profumo,"marcio, putrido, fermentato e marcito","Profumo fermentato, marcio e putrido.",8,29100,
Profumo::alcool,Profumo,Alcool,Profumo di alcol.,24,309,
Profumo::lattici cotti tostati liquirizia cacao caffè mou,Profumo,"lattici cotti, tostati, liquirizia, cacao, caffè, mou","Profumo di lattici cotti e tostati con note di liquirizia, cacao e caffè.",4,6004,
Profumo::molto elegante,Profumo,Molto elegante,Profumo molto elegante.,12,2382,
Profumo::gomma bruciata,Profumo,Gomma bruciata,Profumo di gomma bruciata.,8,51388,
Profumo::all'apertura anche frutta e fiori poi panna,Profumo,"all'apertura anche frutta e fiori, poi panna","Profumo all'apertura di frutta e fiori, seguito da nota di panna.",4,5850,
Profumo::note mature latte cotto fieno,Profumo,note mature. latte cotto. fieno,Profumo di latte cotto con note mature e fieno.,4,44699,
Profumo::animale muffa ossidato,Profumo,"animale, muffa, ossidato",Profumo animale con note di muffa e ossidato.,2,46623,
Profumo::brodo di carne burro fuso,Profumo,"brodo di carne, burro fuso",Profumo di brodo di carne e burro fuso.,4,5460,
Profumo::non equilibrato brodo vegetale dominante,Profumo,"non equilibrato, brodo vegetale dominante","Profumo non equilibrato, con brodo vegetale dominante.",4,25502,
Profumo::su un plateau di sensazioni mature spicca una forte nota floreale addirittura fruttata anomalo gradevole,Profumo,"Su un plateau di sensazioni mature spicca una forte nota floreale, addirittura fruttata. anomalo, gradevole",Profumo maturo con forte nota floreale e fruttata.,4,21713,
Profumo::non equilibrato nell' espressione,Profumo,Non equilibrato nell' espressione,Profumo non equilibrato.,4,1781,
Profumo::profumo fresco,Profumo,Profumo fresco,Profumo fresco.,4,498,
Profumo::intensità medio forte note vegetali e floreali su latte particolare,Profumo,Intensità medio-forte. Note vegetali e floreali su latte. Particolare,Profumo di intensità medio-forte con note vegetali e floreali su latte.,4,16947,
Profumo::moderata intensità,Profumo,Moderata intensità,Profumo di moderata intensità.,26,276,
Profumo::non caratteristico principalmente animale,Profumo,non caratteristico principalmente animale,"Profumo principalmente animale, non caratteristico.",4,7776,
Profumo::brodo vegetale fruttato e lattico cotto,Profumo,"brodo vegetale, fruttato e lattico cotto","Profumo di brodo vegetale, fruttato e lattico cotto.",4,47354,
Profumo::sa di muffa bianca del camembert,Profumo,Sa di muffa bianca del camembert,Profumo di muffa bianca.,4,51354,
Profumo::paana burro miele,Profumo,"paana, burro, miele...","Profumo di panna, burro e miele.",2,46801,
Profumo::leggermente vegetale fieno,Profumo,leggermente vegetale fieno,Profumo leggermente vegetale di fieno.,4,22345,
Profumo::buona intensità tanto pane tostatura,Profumo,"Buona intensità. Tanto pane, tostatura",Profumo di pane e tostatura con buona intensità.,4,3294,
Profumo::all'apertura nota pungente poi lattici cotti e un poco' di fermentato soprattutto in un pezzo,Profumo,"All'apertura nota pungente, poi lattici cotti e un poco' di fermentato soprattutto in un pezzo","Profumo pungente all'apertura, seguito da note lattiche cotte e leggermente fermentate.",4,16723,
Profumo::puzza di piedi,Profumo,puzza di piedi,Profumo di piedi.,4,24290,
Profumo::cioccolato fondente,Profumo,cioccolato fondente,Profumo di cioccolato fondente.,4,47358,
Profumo::frutta tropicale ananas,Profumo,"frutta tropicale, ananas",Profumo di frutta tropicale e ananas.,4,33678,
Profumo::radici fresche,Profumo,Radici fresche,Profumo di radici fresche.,4,50813,
Profumo::inteso panna burro fuso leggermete speziato e tostato,Profumo,inteso panna burro fuso leggermete speziato e tostato,"Profumo intenso di panna e burro fuso, leggermente speziato e tostato.",2,46130,
Profumo::lieve sentore vegetale iniziale poi lattici cotti formaggio cotto,Profumo,"Lieve sentore vegetale iniziale, poi lattici cotti, formaggio cotto","Profumo con lieve sentore vegetale iniziale, seguito da lattici cotti e formaggio cotto.",4,16877,
Profumo::vaniglia,Profumo,Vaniglia,Profumo di vaniglia.,8,2519,
Profumo::frutta tropicale dado,Profumo,"frutta tropicale, dado",Profumo di frutta tropicale e dado.,4,14117,
Profumo::balsamico eucalipto,Profumo,Balsamico eucalipto,Note olfattive di balsamico e eucalipto.,4,51132,
Profumo::delicato ma positivo,Profumo,delicato ma positivo.,Profumo delicato e positivo.,4,35682,
Profumo::intenso e molto equilibrato,Profumo,Intenso e molto equilibrato,Profumo intenso e molto equilibrato.,4,5043,
Profumo::fruttato leggero tostato e brodo panna percettibile e poco verdure cotte,Profumo,"fruttato, leggero tostato e brodo, panna percettibile e poco verdure cotte","Profumo fruttato con note di tostato e brodo, panna percettibile e poco di verdure cotte.",4,42852,
Profumo::animale tendente alla stalla tostato pane cotto,Profumo,"animale tendente alla stalla. tostato, pane. cotto","Profumo animale tendente alla stalla, con note di tostato, pane e cotto.",4,12922,
Profumo::molto intenso da formaggio grana con piccole note anche di formaggio fuso,Profumo,molto intenso da formaggio grana con piccole note anche di formaggio fuso,Profumo molto intenso di grana con piccole note di formaggio fuso.,4,32368,
Profumo::insilato di mais dominante,Profumo,insilato di mais dominante,Profumo di insilato di mais dominante.,4,37390,
Profumo::fermentazione segue panna fruttato (floreale) e un legereo aroma che ricorda i prodotti da formo (biscotti),Profumo,"fermentazione, segue panna, fruttato (floreale) e un legereo aroma che ricorda i prodotti da formo (biscotti)","Profumo di fermentazione, seguito da panna, con note fruttate floreali e leggereo aroma di prodotti da forno.",4,42712,
Profumo::qualche nota di verdura lessa,Profumo,qualche nota di verdura lessa,Profumo con note di verdura lessa.,4,37223,
Profumo::poco marcato leggero sentore di cotto,Profumo,"poco marcato, leggero sentore di cotto",Profumo poco marcato con leggero sentore di cotto.,4,47130,
Profumo::formaggio fritto latte burro,Profumo,formaggio fritto;latte;burro,"Profumo di formaggio fritto, latte e burro.",4,9165,
Profumo::nota fermentata appena percettibile fruttato lattico cotto e brodo,Profumo,"nota fermentata appena percettibile, fruttato lattico cotto e brodo","Profumo con nota fermentata appena percettibile, fruttato, lattico cotto e brodo.",4,16955,
Profumo::lieve sentore di cotto e erba fermentata,Profumo,lieve sentore di cotto e erba fermentata,Profumo lieve di cotto e erba fermentata.,4,33595,
Profumo::solo all'apertura odore stantio,Profumo,Solo all'apertura odore stantio,Profumo leggermente stantio all'apertura.,4,268,
Profumo::fermentato animale,Profumo,fermentato animale,Profumo fermentato con note animali.,4,7314,
Profumo::animale più che stalla,Profumo,Animale più che stalla,Profumo animale più che di stalla.,4,2518,
Profumo::equilibrato piacevole,Profumo,"equilibrato, piacevole",Profumo equilibrato e piacevole.,4,9826,
Profumo::burro burro fuso,Profumo,"burro, burro fuso",Profumo di burro fuso.,12,25965,
Profumo::anche alcol,Profumo,Anche alcol,Note olfattive di alcol.,10,2010,
Profumo::profumo leggero nessun difetto o sentore strano evanescente tostato,Profumo,profumo leggero. nessun difetto o sentore strano. evanescente. tostato,"Profumo leggero, evanescente, con note di tostato.",4,11452,
Profumo::brodo di carne burro fuso e panna,Profumo,brodo di carne burro fuso e panna,"Profumo di brodo di carne, burro fuso e panna.",4,24227,
Profumo::tostaura evidente ma in genere equilibrato,Profumo,"tostaura evidente, ma in genere equilibrato","Profumo di tostatura evidente, nel complesso equilibrato.",4,44777,
Profumo::non particolarmente armonico note dominanti di brodo e di latte cotto a tratti bruciato,Profumo,"non particolarmente armonico, note dominanti di brodo e di latte cotto, a tratti bruciato","Profumo non particolarmente armonico, con note dominanti di brodo e latte cotto, a tratti bruciato.",2,46632,
Profumo::debole non tipico del grana,Profumo,"debole, non tipico del grana","Profumo debole, non tipico del grana.",4,16797,
Profumo::panna latte cotto burro brodo di carne,Profumo,panna latte cotto burro brodo di carne,"Profumo di panna cotta, latte cotto, burro e brodo di carne.",2,46298,
Profumo::intensità media burro fuso latte cotto lieve nota di bruciato,Profumo,"intensità media, burro fuso, latte cotto, lieve nota di bruciato","Profumo di burro fuso e latte cotto con lieve nota di bruciato, intensità moderata.",4,42640,
Profumo::nota di latte acido prevalente segue la panna e il burro fresco fruttato e vegetale cotto,Profumo,"nota di latte acido prevalente, segue la panna e il burro fresco, fruttato e vegetale cotto","Profumo di latte acido prevalente, seguito da panna e burro fresco, con note di fruttato e vegetale cotto.",4,18341,
Profumo::chiuso,Profumo,chiuso,Profumo chiuso.,12,25970,
Profumo::pane tostato brodo panne e burro fruttato molto leggero,Profumo,"pane tostato brodo, panne e burro, fruttato molto leggero","Profumo di pane tostato, brodo, panna e burro, con note fruttate molto leggere.",4,18880,
Profumo::lettiera,Profumo,Lettiera,Profumo di lettiera.,4,48612,
Profumo::primo olfatto>puzza / come di altro formaggio non tipico trrentingrana svanisce poi non convince,Profumo,"primo olfatto>puzza / come di altro formaggio, non tipico trrentingrana. svanisce poi. non convince.","Profumo di formaggio non tipico, svanisce rapidamente.",4,44615,
Profumo::alla rottura pungente in un pezzo dolciastro in altri leggeri cipolla cotta e panna un poco passata,Profumo,"alla rottura pungente in un pezzo, dolciastro in altri, leggeri cipolla cotta e panna un poco passata","Profumo pungente alla rottura in alcuni punti, dolciastro in altri, con leggeri sentori di cipolla cotta e panna leggermente passata.",4,21624,
Profumo::liquirizia radice,Profumo,Liquirizia radice,Profumo di liquirizia e radice.,4,50718,
Profumo::vegetale balsamico poco da grana,Profumo,vegetale balsamico poco da grana,Profumo vegetale balsamico poco caratteristico della grana.,4,15427,
Profumo::intensità moderata,Profumo,Intensità moderata,Profumo di intensità moderata.,24,1022,
Profumo::fruttato lattico cotto,Profumo,Fruttato lattico cotto,Profumo fruttato con note lattiche cotte.,4,16801,
Profumo::intenso positivouna nota leggeerbacea in un pezzo,Profumo,intenso positivouna nota leggeerbacea in un pezzo,Profumo intenso con nota leggermente erbacea.,4,11389,
Profumo::iniziale diverso (teli sporco) poi vegetali e eun poco cotto,Profumo,iniziale diverso (teli sporco) poi vegetali e eun poco cotto,"Profumo inizialmente diverso, poi vegetale e leggermente cotto.",4,13131,
Profumo::leggermente propionico,Profumo,leggermente propionico,Profumo leggermente propionico.,16,5851,
Profumo::balsamico,Profumo,Balsamico,Profumo balsamico.,4,48899,
Profumo::latte cotto e nocciola,Profumo,latte cotto e nocciola,Profumo di latte cotto e nocciola.,4,14251,
Profumo::ossidato forse fermentato,Profumo,ossidato. forse fermentato.,Profumo ossidato e fermentato.,4,47410,
Profumo::burro fuso formaggio da crosta,Profumo,"burro fuso, formaggio da crosta",Profumo di burro fuso e formaggio da crosta.,4,26119,
Profumo::mediamente intenso su qualche pezzo note di frutta fermentata,Profumo,"mediamente intenso, su qualche pezzo note di frutta fermentata",Profumo mediamente intenso con note di frutta fermentata.,4,7460,
Profumo::delicato ma lattico caratteristico,Profumo,"delicato ma lattico, caratteristico",Profumo delicato ma lattico.,4,35559,
Profumo::albume,Profumo,albume,Profumo di albume.,2,46876,
Profumo::leggerissimo scompare dopo 2 secondi,Profumo,"Leggerissimo, scompare dopo 2 secondi",Profumo molto leggero e fugace.,4,48664,
Profumo::prima olfazione non gradita la definisco nostrano,Profumo,Prima olfazione non gradita. La definisco nostrano,Profumo nostrano.,4,49584,
Profumo::cavolfiore,Profumo,cavolfiore,Profumo di cavolfiore.,8,18258,
Profumo::leggermente cotto,Profumo,leggermente cotto,Profumo leggermente cotto.,12,15595,
Profumo::latte fresco,Profumo,latte fresco,Profumo di latte fresco.,4,35680,
Profumo::debole leggero sentore di fermentato,Profumo,"debole, leggero sentore di fermentato",Profumo debole con leggero sentore di fermentato.,4,27424,
Profumo::lattici moderatamente intensi anche cotti leggero fermentato non spiacevole,Profumo,"Lattici moderatamente intensi, anche cotti, leggero fermentato non spiacevole","Profumo di lattico moderatamente intenso, cotto, con leggero sentore fermentato.",4,16954,
Profumo::burro e brodo vegetale,Profumo,burro e brodo vegetale,Profumo di burro e brodo vegetale.,4,27779,
Profumo::vegetale pungente (non ricordo il vegetale),Profumo,vegetale pungente (non ricordo il vegetale),Profumo vegetale pungente.,4,40309,
Profumo::formaggio fritto latte cotto panna,Profumo,formaggio fritto;latte cotto;panna;,"Profumo di formaggio fritto, latte cotto e panna.",4,5853,
Profumo::latte fermentato forte,Profumo,latte fermentato forte,Profumo forte di latte fermentato.,4,11590,
Profumo::semplice lattico di panna nota di formaggino,Profumo,"semplice, lattico di panna, nota di formaggino",Profumo semplice di panna lattica con nota di formaggino.,4,30768,
Profumo::banana verde,Profumo,Banana verde,Profumo di banana verde.,4,41,
Profumo::panna e un leggero brodo,Profumo,panna e un leggero brodo,Profumo di panna e brodo leggermente percettibile.,4,18411,
Profumo::latte crudo,Profumo,latte crudo,Profumo di latte crudo.,4,18872,
Profumo::legero,Profumo,legero,Profumo leggero.,4,27702,
Profumo::delicato,Profumo,delicato,Profumo delicato.,8,33827,
Profumo::panna latte acido,Profumo,panna latte acido,Profumo di panna e latte con nota acida.,4,18408,
Profumo::qualcosa di non ottimale che non so definire,Profumo,Qualcosa di non ottimale che non so definire,NON_DESCRITTO,4,508,
Profumo::intenso positivo,Profumo,intenso positivo,Profumo intenso.,4,20173,
