dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Sapore::un poco salato percepisco amaro e acidità,Sapore,un poco salato. percepisco amaro e acidità,Sapore leggermente salato con amaro e acidità.,4,44711,
Sapore::amaro e salato eccessi,Sapore,"amaro e salato, eccessi","Sapore amaro e salato, eccessivo.",4,47363,
Sapore::umami un poco' salato,Sapore,"umami, un poco' salato",Sapore umami e leggermente salato.,8,29108,
Sapore::amaro nel finale di bocca,Sapore,amaro nel finale di bocca,Sapore amaro nel finale di bocca.,4,27438,
Sapore::piccante salato molto,Sapore,piccante salato molto,Sapore piccante e molto salato.,4,33917,
Sapore::un poco di piccante di troppo,Sapore,Un Poco di piccante di troppo,Sapore eccessivamente piccante.,4,48873,
Sapore::dolce poco sale,Sapore,"dolce, poco sale",Sapore dolce con poco sale.,4,5551,
Sapore::salato e dolce,Sapore,salato e dolce,Sapore salato e dolce.,4,42858,
Sapore::umami molto presente non equilibrato,Sapore,"umami molto presente, non equilibrato",Sapore umami molto presente e non equilibrato.,4,9843,
Sapore::dolce un poco salato,Sapore,"dolce, un poco salato",Sapore dolce e leggermente salato.,4,18732,
Sapore::troppo piccante rispetto alle altre note,Sapore,Troppo piccante rispetto alle altre note,Sapore eccessivamente piccante rispetto alle altre note.,4,48864,
Sapore::acido umami leggermente piccante,Sapore,acido;umami;leggermente piccante,"Sapore acido, umami e leggermente piccante.",8,5864,
Sapore::sale sovrasta il resto dei sapori,Sapore,SALE SOVRASTA IL RESTO DEI SAPORI,Sapore salato che sovrastà il resto dei sapori.,4,36892,
Sapore::dolce sapido poco piccante umami contenuto,Sapore,"dolce sapido poco piccante, umami contenuto",Sapore dolce sapido con poca piccantezza e umami contenuto.,4,36891,
Sapore::anche leggere note dolci,Sapore,Anche leggere note dolci,Sapore con leggere note dolci.,4,1468,
Sapore::crosta formaggio cotto,Sapore,"crosta, formaggio cotto",Sapore di crosta e formaggio cotto.,4,24232,
Sapore::troppo sale pungente,Sapore,Troppo sale. Pungente,Sapore eccessivamente salato e pungente.,4,2577,
Sapore::umami salato leggero piccante,Sapore,"umami, salato, leggero piccante","Sapore umami, salato e leggermente piccante.",4,13146,
Sapore::manca di sale,Sapore,manca di sale,Sapore privo di sale.,4,27649,
Sapore::bello equilibrato e anche note dolciastre piacevoli,Sapore,bello equilibrato e anche note dolciastre piacevoli,Sapore equilibrato con note dolciastre.,4,11188,
Sapore::poco umami gusto poco pieno,Sapore,"Poco umami, Gusto poco pieno",Sapore poco umami e poco pieno.,4,51784,
Sapore::leggermente miami,Sapore,Leggermente Miami!!,Sapore leggermente umami.,4,2385,
Sapore::salato dolce assente,Sapore,"salato, dolce assente",Sapore salato con assenza di dolcezza.,4,31833,
Sapore::pieno non dolce piccante umami ghe ne,Sapore,"Pieno, non dolce. piccante. umami ghe ne","Sapore pieno e piccante con umami, non dolce.",4,37318,
Sapore::dolce sapido con umami abbastanza marcato poco piccante ma equilibrato,Sapore,"dolce sapido con umami abbastanza marcato, poco piccante ma equilibrato","Sapore dolce sapido con umami abbastanza marcato, poco piccante e equilibrato.",8,29557,
Sapore::sapido amaro unto,Sapore,"sapido, amaro, unto",Sapore sapido e amaro.,4,21632,
Sapore::buon equilibrio tra dolce sapido ed umami lieve tendenza rinfrescante,Sapore,"buon equilibrio tra dolce, sapido ed umami, lieve tendenza rinfrescante","Sapore con buon equilibrio tra dolce, sapido e umami, con lieve tendenza rinfrescante.",4,7779,
Sapore::non sono sicuro di percepire dolcezza,Sapore,Non sono sicuro di percepire dolcezza,NON_DESCRITTO,4,5285,
Sapore::acido amaro leggero non dolce,Sapore,Acido. Amaro leggero. non dolce.,"Sapore acido e leggermente amaro, non dolce.",4,41369,
Sapore::leggermente salato pieno non dolce,Sapore,leggermente salato. pieno. non dolce,"Sapore leggermente salato e pieno, senza dolcezza.",4,16881,
Sapore::piccante quasi bruciante,Sapore,"piccante, quasi bruciante","Sapore piccante, quasi bruciante.",2,46299,
Sapore::salato e leggero piccante,Sapore,salato e leggero piccante,Sapore salato e leggermente piccante.,4,16880,
Sapore::nel complesso leggermente acido e amaro,Sapore,nel complesso leggermente acido e amaro,Sapore leggermente acido e amaro.,2,46807,
Sapore::pungente di sale umami fors'anche dolce,Sapore,pungente di sale. umami. fors'anche dolce,"Sapore pungente di sale, umami e leggermente dolce.",4,30821,
Sapore::è sapido ma molto interessante,Sapore,È sapido ma molto interessante,Sapore sapido e interessante.,4,51062,
Sapore::deciso ed equilibrato,Sapore,Deciso ed equilibrato,Sapore deciso ed equilibrato.,4,4488,
Sapore::amaro e il salato finemente rispetto al piccante,Sapore,"Amaro, e il salato finemente rispetto al piccante","Sapore amaro, salato fine e poco piccante.",4,50001,
Sapore::niente sovrasta delicato,Sapore,niente sovrasta. delicato,Sapore delicato e equilibrato.,4,30674,
Sapore::forse un poco' insipido,Sapore,Forse un poco' insipido,Sapore poco insipido.,4,5119,
Sapore::dolce sapido umami moderato piccantezza moderata,Sapore,"dolce sapido, umami moderato, piccantezza moderata",Sapore dolce sapido con umami e piccantezza moderati.,4,27430,
Sapore::dolcezza prevalente sapidità' contenuta poco umami poca piccantezza pecca di scarsa sapidità,Sapore,"dolcezza prevalente, sapidità' contenuta, poco umami, poca piccantezza pecca di scarsa sapidità","Sapore con dolcezza prevalente, sapidità contenuta e scarsa piccantezza.",4,7394,
Sapore::piccante e bruciante salato,Sapore,"piccante e bruciante, salato","Sapore piccante e bruciante, salato.",4,14124,
Sapore::salato e umami leggermente prevalenti,Sapore,salato e umami leggermente prevalenti,Sapore salato e umami leggermente prevalenti.,4,27856,
Sapore::bella persistenza,Sapore,Bella persistenza,Sapore con buona persistenza.,4,30,
Sapore::equilibrato dolce punta di piccante,Sapore,"equilibrato, dolce. punta di piccante","Sapore equilibrato, dolce con punta di piccante.",4,27714,
Sapore::salato amaro,Sapore,"salato, amaro,",Sapore salato e amaro.,4,13708,
Sapore::acido e amaro dominano non dolce,Sapore,Acido e amaro dominano. Non dolce,"Sapore acido e amaro dominanti, non dolce.",4,49185,
Sapore::manca di pienezza scarno,Sapore,Manca di pienezza. Scarno,Sapore scarno e privo di pienezza.,4,1278,
Sapore::dolcezza iniziale assenza del picante,Sapore,dolcezza iniziale assenza del picante,"Sapore dolce in apertura, senza piccantezza.",4,18737,
Sapore::equilibrato pieno,Sapore,"equilibrato, pieno..",Sapore equilibrato e pieno.,4,40397,
Sapore::amaro prevalente,Sapore,Amaro prevalente,Sapore amaro prevalente.,8,2320,
Sapore::dolce intensità alta salato intensità media,Sapore,dolce intensità alta;salato intensità media,Sapore dolce con elevata intensità e salato a intensità media.,4,24158,
Sapore::equilibrato ma lievemente acre in gola,Sapore,"Equilibrato,ma lievemente acre in gola",Sapore equilibrato con lieve acidità in gola.,4,4626,
Sapore::dolcezza medio alta sapidità' media umami medio piccantezza media abbastanza equilibrato,Sapore,"dolcezza medio alta, sapidità' media, umami medio, piccantezza media, abbastanza equilibrato","Sapore con dolcezza medio-alta, sapidità media, umami medio, piccantezza media e abbastanza equilibrato.",4,41429,
Sapore::non equilibrato,Sapore,Non equilibrato,Sapore non equilibrato.,8,4625,
Sapore::equilibrato con una nota finale leggermente amarognola,Sapore,"equilibrato, con una nota finale leggermente amarognola",Sapore equilibrato con nota finale leggermente amarognola.,4,41094,
Sapore::sapido e umami più evidenti ma nel complesso buon equilibrio,Sapore,sapido e umami più evidenti ma nel complesso buon equilibrio,"Sapore sapido e umami, in complessiva buona armonia.",4,22355,
Sapore::equilibrato lo e' ma sembra manchevole di umami poco pieno,Sapore,"equilibrato lo e', ma sembra manchevole di umami, poco pieno",Sapore equilibrato ma con scarsa percezione di umami e poco pieno.,2,46810,
Sapore::salato e piccante non equilibrati,Sapore,salato e piccante non equilibrati,Sapore salato e piccante non equilibrato.,4,32303,
Sapore::nel complesso ecuilibrato assenza del piccante inizialmente spicca la sapidità seguita della dolcezza,Sapore,"nel complesso ecuilibrato, assenza del piccante, inizialmente spicca la sapidità seguita della dolcezza","Sapore equilibrato con assenza di piccante, inizialmente sapido seguito da dolcezza.",4,47362,
Sapore::acido e amaro più spiccati,Sapore,Acido e amaro più spiccati,Sapore acido e amaro marcato.,4,2372,
Sapore::appena troppo sale,Sapore,Appena troppo sale,Sapore eccessivamente salato.,8,4421,
Sapore::il sapore anomalo atipico del grana,Sapore,Il sapore anomalo. Atipico del grana,"Sapore anomalo, atipico del grana.",4,3831,
Sapore::leggermente piccante e nota amara ma non fastidiosi,Sapore,leggermente piccante e nota amara ma non fastidiosi,"Sapore leggermente piccante con nota amara, non fastidiosi.",4,44630,
Sapore::punta di amaro leggermente piccante,Sapore,"punta di amaro, leggermente piccante",Sapore con punta di amaro e leggermente piccante.,2,46804,
Sapore::sapidità e leggera piccantezza prevaleti,Sapore,sapidità e leggera piccantezza prevaleti,"Sapore sapido e leggermente piccante, prevalente.",4,23817,
Sapore::leggermente piccante e amaro nel finale,Sapore,leggermente piccante e amaro nel finale,Sapore leggermente piccante e amaro nel finale.,4,31917,
Sapore::leggera piccantezza leggero amarognolo,Sapore,"leggera piccantezza, leggero amarognolo",Sapore con leggera piccantezza e leggero amarognolo.,4,23815,
Sapore::acidità (in negativo) intensità leggera,Sapore,acidità (in negativo) intensità leggera,Sapore leggermente acido in negativo.,4,30721,
Sapore::equilibrato ma tendente al piccante da formaggio pronto,Sapore,equilibrato;ma tendente al piccante da formaggio pronto,"Sapore equilibrato, tendente al piccante.",4,30623,
Sapore::scarso in tutto,Sapore,scarso in tutto,Sapore scarso.,2,46305,
Sapore::amaro piccante salato,Sapore,"Amaro, piccante, salato","Sapore amaro, piccante e salato.",4,15549,
Sapore::equilibrato con leggera picantezza,Sapore,Equilibrato con leggera picantezza,Sapore equilibrato con leggera piccantezza.,4,5855,
Sapore::acido leggermente piccante salato,Sapore,acido;leggermente piccante;salato,"Sapore acido, leggermente piccante e salato.",4,9933,
Sapore::un poco tropposalato m aequi librio in bocca,Sapore,"un poco tropposalato, m aequi;librio in bocca",Sapore poco troppo salato ma equilibrato in bocca.,2,46221,
Sapore::piccante acido salto umami soprattutto in una porzione,Sapore,"piccante, acido , salto, umami;soprattutto in una porzione","Sapore piccante, acido, salato e umami, prevalente in una porzione.",4,20111,
Sapore::piccante salato amaro,Sapore,"piccante, salato, amaro","Sapore piccante, salato e amaro.",4,20370,
Sapore::equilibrato con note anche dolci piacevoli all inizio e finale un poco acidulo,Sapore,equilibrato con note anche dolci piacevoli all-inizio e finale un poco- acidulo...,Sapore equilibrato con note dolci piacevoli all'inizio e finale leggermente acidulo.,4,40327,
Sapore::dolce poco equilibrato il salato,Sapore,dolce poco equilibrato il salato,Sapore dolce poco equilibrato con salato.,4,20560,
Sapore::umami accenutato e leggermete piccante,Sapore,"umami accenutato, e leggermete piccante",Sapore umami accentuato e leggermente piccante.,4,5471,
Sapore::nota dolce e leggerissimo acidulo,Sapore,nota dolce e leggerissimo acidulo,Sapore dolce e leggermente acidulo.,4,33605,
Sapore::leggermente piccante ma nel complesso equilibrato,Sapore,leggermente piccante ma nel complesso equilibrato,Sapore leggermente piccante ma equilibrato.,4,14121,
Sapore::non piccante poco umami salino e acido,Sapore,non piccante. poco umami . salino e acido,"Sapore non piccante, poco umami, salino e acido.",4,42714,
Sapore::anonimo come sapore poco espresso con,Sapore,"Anonimo come sapore, poco espresso con...","Sapore anonimo, poco espresso.",4,4252,
Sapore::piccante dolciastra acida,Sapore,"piccante, dolciastra, acida","Sapore piccante, dolciastro e acido.",4,44798,
Sapore::appena troppo salato,Sapore,Appena troppo salato,Sapore eccessivamente salato.,4,705,
Sapore::amaro piccante,Sapore,amaro piccante,Sapore amaro e piccante.,16,21727,
Sapore::un poco troppo salata,Sapore,un poco- troppo salata,Sapore eccessivamente salato.,4,7476,
Sapore::salato immangiabile,Sapore,salato immangiabile,Sapore eccessivamente salato.,4,20119,
Sapore::mi par di percepire il dolce,Sapore,Mi par di percepire il dolce,Sapore con note dolci.,4,1333,
Sapore::pizzica in gola leggermente amaro sapido,Sapore,"pizzica in gola, leggermente amaro, sapido","Sapore leggermente amaro e sapido, con pizzicatura in gola.",2,46636,
Sapore::acido amaro leggermente piccante,Sapore,acido;amaro;leggermente piccante;,"Sapore acido, amaro e leggermente piccante.",4,27717,
Sapore::lievissima nota amara,Sapore,Lievissima nota amara,Sapore con lievissima nota amara.,4,49859,
Sapore::piccante persistente,Sapore,piccante persistente,Sapore piccante con buona persistenza.,4,14127,
Sapore::umami intenso,Sapore,umami intenso,Sapore umami intenso.,8,9336,
Sapore::troppo salato,Sapore,Troppo salato,Sapore eccessivamente salato.,12,5273,
Sapore::leggermente pungente ma ecquiglibreto nei gusti,Sapore,leggermente pungente ma ecquiglibreto nei gusti,Sapore leggermente pungente ed equilibrato.,4,16889,
Sapore::umami,Sapore,umami,Sapore umami.,12,11463,
Sapore::dolcezza percepita elevata poco piccante bell umami e sapidità' ok,Sapore,"dolcezza percepita elevata, poco piccante, bell-umami e sapidità' ok","Sapore con elevata dolcezza, poco piccante e buona sapidità umami.",4,21809,
Sapore::equilibrato leggerm sapido,Sapore,"equilibrato, leggerm. sapido","Sapore equilibrato, leggermente sapido.",4,9260,
Sapore::non dolce un pochetto troppo salato,Sapore,Non dolce. Un pochetto troppo salato,Sapore non dolce e leggermente troppo salato.,4,724,
Sapore::salato quasi bruciante,Sapore,"salato, quasi bruciante",Sapore salato e quasi bruciante.,4,13144,
Sapore::piccante appena percepibile e umami leggermente accentuato,Sapore,piccante appena percepibile e umami leggermente accentuato,Sapore piccante appena percepibile con umami leggermente accentuato.,4,42859,
Sapore::leggermente piccante salato quasi bruciante,Sapore,"leggermente piccante, salato. quasi bruciante","Sapore leggermente piccante e salato, quasi bruciante.",4,9250,
Sapore::bruciante,Sapore,Bruciante,Sapore bruciante.,28,1016,
Sapore::un p acido e amaro,Sapore,un p; acido e amaro,Sapore poco acido e amaro.,4,44200,
Sapore::equilibrato completo dolce,Sapore,"Equilibrato, completo. Dolce",Sapore equilibrato e completo con note dolci.,4,49499,
Sapore::molto piccante quasi da gorgonzola,Sapore,"molto piccante, quasi da gorgonzola",Sapore molto piccante.,4,26053,
Sapore::dolce sapido equilibrato umami ok piccantezza ok lieve acidità,Sapore,"dolce sapido equilibrato, umami ok, piccantezza ok, lieve acidità","Sapore dolce sapido equilibrato con umami e piccantezza moderati, lieve acidità.",4,27640,
Sapore::leggermente salato umami piccante,Sapore,leggermente salato umami piccante,Sapore leggermente salato con note umami e piccante.,4,33912,
Sapore::sapidità prevalente seguita subito dalla docezza nel complesso abbastanza equilibrato,Sapore,"sapidità prevalente seguita subito dalla docezza, nel complesso abbastanza equilibrato","Sapore con sapidità prevalente seguita da dolcezza, nel complesso abbastanza equilibrato.",4,41430,
Sapore::amati prevale un poco,Sapore,Amati prevale un poco,Sapore leggermente amaro prevalente.,4,1753,
Sapore::non sa da grana,Sapore,Non sa da grana,Sapore non tipico del grana.,4,51100,
Sapore::non dolce salato e amaro spiccano un poco,Sapore,Non dolce. Salato e amaro spiccano un poco,"Sapore non dolce, salato e amaro che spiccano leggermente.",4,1023,
Sapore::una porzione tende all amaro acido,Sapore,una porzione tende all amaro acido,Sapore tendente all'amaro e all'acido.,4,7479,
Sapore::leggermente piccante bruciante sulla lingua sembra troppo maturo passato,Sapore,"leggermente piccante, bruciante sulla lingua. sembra troppo maturo, passato",Sapore leggermente piccante e bruciante sulla lingua.,4,15602,
Sapore::sapore poco intenso ma equilibrato,Sapore,Sapore poco intenso ma equilibrato,Sapore poco intenso ma equilibrato.,8,4420,
Sapore::assente il dolce,Sapore,Assente il dolce,Sapore senza dolcezza.,4,4746,
Sapore::amarognolo da quasi subito salato e umami,Sapore,"amarognolo da quasi subito, salato e umami","Sapore amarognolo, salato e umami.",4,15385,
Sapore::salato non equi piccante,Sapore,salato non equi piccante,"Sapore salato, piccante e non equilibrato.",4,9923,
Sapore::sapore pieno,Sapore,Sapore pieno,Sapore pieno.,4,2543,
Sapore::solo leggermente acido,Sapore,Solo leggermente acido,Sapore leggermente acido.,4,48614,
Sapore::sapori un poco slegati e un poco piccante ma non persistente,Sapore,"sapori un poco slegati e un poco piccante, ma non persistente","Sapore poco legato e leggermente piccante, non persistente.",4,37403,
Sapore::acido e salato intensità media,Sapore,acido e salato intensità media,Sapore acido e salato con intensità media.,4,24228,
Sapore::dolce sapido con buon umami e lieve piccantezza equilibrato,Sapore,"dolce sapido con buon umami e lieve piccantezza, equilibrato","Sapore dolce sapido con buon umami e lieve piccantezza, equilibrato.",8,29045,
Sapore::molto salato piccante,Sapore,"molto salato, piccante",Sapore molto salato e piccante.,4,9252,
Sapore::acido amaro intensità leggera/moderata,Sapore,acido amaro intensità leggera/moderata,Sapore leggermente acido e amaro.,4,30672,
Sapore::neutro insapore,Sapore,"neutro, insapore",Sapore neutro e insapore.,4,17345,
Sapore::amara,Sapore,AMARA,Sapore amaro.,4,7864,
Sapore::tendente al piccante formaggio pronto,Sapore,tendente al piccante;formaggio pronto,Sapore tendente al piccante.,4,33915,
Sapore::salato e sapore di crosta,Sapore,Salato e sapore di crosta,Sapore salato con note di crosta.,4,4238,
Sapore::leggermente acido leggermente umami,Sapore,leggermente acido;leggermente umami,Sapore leggermente acido e leggermente umami.,4,41482,
Sapore::un poco salato e leggermente piccante,Sapore,un poco salato e leggermente piccante,Sapore poco salato e leggermente piccante.,4,44205,
Sapore::dolce equlibrato postivo,Sapore,dolce equlibrato postivo,Sapore dolce e equilibrato.,4,9167,
Sapore::salato piccante non equilibrato leggermente acido,Sapore,salato piccante non equilibrato leggermente acido,"Sapore salato, piccante e leggermente acido, non equilibrato.",4,23816,
Sapore::latte e burro,Sapore,latte e burro,Sapore di latte e burro.,4,40394,
Sapore::piccante amaro salato,Sapore,"piccante, amaro, salato","Sapore piccante, amaro e salato.",4,37402,
Sapore::equilibrio di sapori non tipico del grana,Sapore,equilibrio di sapori non tipico del grana,Sapore con equilibrio di sapori non tipico del grana.,4,11325,
Sapore::equilibrio tra le diverse nte,Sapore,equilibrio tra le diverse nte,Sapore equilibrato.,4,22357,
Sapore::pieno tutti idescrittori presenti niente sovrasta non dolce,Sapore,Pieno. tutti idescrittori presenti. Niente sovrasta. non dolce,"Sapore pieno e equilibrato, non dolce.",4,18420,
Sapore::un poco salato,Sapore,un poco salato,Sapore poco salato.,8,35635,
Sapore::dolce sapido mediamente piccante umami moderato,Sapore,"dolce sapido, mediamente piccante, umami moderato","Sapore dolce sapido, mediamente piccante, con umami moderato.",4,35749,
Sapore::manca pienezza umami ma ha un sui equilibrio non dolce,Sapore,"Manca pienezza, umami. Ma ha un sui equilibrio. Non dolce","Sapore privo di pienezza e umami, con equilibrio proprio, non dolce.",4,4908,
Sapore::leggermente acdido,Sapore,leggermente acdido,Sapore leggermente acido.,4,16728,
Sapore::presenti tutti i gusti discreta armonia io lo sento un pochetto amaro,Sapore,"Presenti tutti i gusti, discreta armonia. io lo sento un pochetto amaro","Sapore con tutti i gusti in discreta armonia, leggermente amaro.",2,46642,
Sapore::umami forse in eccesso,Sapore,Umami forse in eccesso,Sapore umami eccessivo.,4,49311,
Sapore::dolce equilibrato pizzica il giusto,Sapore,dolce equilibrato pizzica il giusto,Sapore dolce equilibrato con giusta piccantezza.,4,12868,
Sapore::dolciastro acido,Sapore,"dolciastro, acido",Sapore dolciastro e acido.,4,47473,
Sapore::acido leggermente piccante,Sapore,"acido, leggermente piccante",Sapore acido e leggermente piccante.,8,13844,
Sapore::acido salato e umami abbastanza equilibrati non piccante solo una leggerissima nota amara in coda,Sapore,"acido, salato e umami abbastanza equilibrati, non piccante , solo una leggerissima nota amara in coda","Sapore acido, salato e umami abbastanza equilibrati, non piccante, con leggerissima nota amara in finale.",4,11466,
Sapore::leggermente dolce,Sapore,leggermente dolce,Sapore leggermente dolce.,8,31912,
Sapore::riequilibrare nel complesso senza prevalenza forse note acide,Sapore,Riequilibrare nel complesso senza prevalenza... Forse note acide!,"Sapore equilibrato nel complesso, con note acide.",4,866,
Sapore::dolce sapidità' medio bassa con nota amara,Sapore,"dolce, sapidità' medio bassa, con nota amara",Sapore dolce con sapidità medio bassa e nota amara.,4,30775,
Sapore::abbastanza equilibrato buon umami con sapidità' contenuta,Sapore,"abbastanza equilibrato, buon umami con sapidità' contenuta",Sapore abbastanza equilibrato con buon umami e sapidità contenuta.,4,31839,
Sapore::salato un poco' piccante però non troppo persistente,Sapore,"salato, un poco' piccante però non troppo persistente","Sapore salato e leggermente piccante, con persistenza contenuta.",4,26134,
Sapore::amaro e salato no dolce,Sapore,Amaro e salato. No dolce,"Sapore amaro e salato, senza dolcezza.",5,1471,
Sapore::umami leggermente intenso,Sapore,umami leggermente intenso,Sapore umami leggermente intenso.,4,11326,
Sapore::acidulo carente di sale,Sapore,"acidulo, carente di sale",Sapore acidulo e carente di sale.,4,9170,
Sapore::salato e piccante,Sapore,salato e piccante,Sapore salato e piccante.,28,9420,
Sapore::acidità intensità media,Sapore,acidità intensità media,Sapore acido a intensità media.,4,9341,
Sapore::salato leggermente piccante forse un poco acido,Sapore,"salato, leggermente piccante, forse un poco acido","Sapore salato, leggermente piccante e leggermente acido.",4,18270,
Sapore::pungente anche amaro,Sapore,"pungente, anche amaro",Sapore pungente e amaro.,4,6014,
Sapore::molto sapido,Sapore,molto sapido,Sapore molto sapido.,4,13707,
Sapore::acidi piccante umami,Sapore,acidi;piccante;umami,"Sapore acido, piccante e umami.",4,24161,
Sapore::non sgradevole ma non lo riconosco come grana troppo forti odori e consistenze,Sapore,"Non sgradevole, ma non lo riconosco come grana. troppo forti odori e consistenze",Sapore non tipico del grana.,4,30772,
Sapore::piccante fastidioso,Sapore,piccante fastidioso,Sapore piccante fastidioso.,4,35690,
Sapore::pizzica salato,Sapore,pizzica salato,Sapore salato e pungente.,8,29494,
Sapore::sapidità' quasi elevata e note di amaro in finale,Sapore,sapidità' quasi elevata e note di amaro in finale,Sapore con sapidità quasi elevata e note di amaro in finale.,4,36984,
Sapore::sapidità' contenuta umami marcato poco piccante poco equilibrio,Sapore,"sapidità' contenuta, umami marcato, poco piccante, poco equilibrio","Sapore con sapidità contenuta, umami marcato, poco piccante e poco equilibrato.",4,5546,
Sapore::piccante percepibile amaro,Sapore,piccante percepibile. amaro,Sapore piccante percepibile con nota di amaro.,4,23810,
Sapore::un poco' salato,Sapore,un poco' salato,Sapore poco salato.,12,5938,
Sapore::pizzica leggermente nel complesso tende al positivo anche se lascia molto salato,Sapore,"pizzica leggermente, nel complesso tende al positivo anche se lascia molto salato","Sapore leggermente piccante e salato, con finale persistente.",4,13706,
Sapore::squilibrio,Sapore,Squilibrio..,Sapore non equilibrato.,4,5323,
Sapore::sapido sgradevole,Sapore,"Sapido, sgradevole",Sapore sapido e sgradevole.,4,3859,
Sapore::sapidità' medio elevata piccantezza marcata lieve nota rinfrescante,Sapore,"sapidità' medio elevata, piccantezza marcata, lieve nota rinfrescante","Sapore con sapidità medio elevata, piccantezza marcata e lieve nota rinfrescante.",4,30677,
Sapore::leggermente acido amaro,Sapore,Leggermente Acido amaro,Sapore leggermente acido e amaro.,4,1,
Sapore::umami e salato accentuati con una punta di acido,Sapore,"umami e salato accentuati, con una punta di acido","Sapore umami e salato accentuati, con una punta di acido.",4,42579,
Sapore::dolce forte salato e acido moderato/forte (adeguato alla stagionatura) amaro moderato,Sapore,"dolce forte salato e acido MODERATO/FORTE (adeguato alla stagionatura), amaro MODERATO",Sapore dolce e salato con acidità moderato-forte adeguata alla stagionatura e amaro moderato.,4,27435,
Sapore::leggermente troppo salato,Sapore,leggermente troppo salato,Sapore leggermente eccessivamente salato.,4,31837,
Sapore::non dolce il resto c'è,Sapore,Non dolce. Il resto c'è,"Sapore non dolce, equilibrato nel resto.",4,49482,
Sapore::acidità e sapidità intensità medio alta piccante intensità media,Sapore,acidità e sapidità intensità medio alta;piccante intensità media,"Sapore con acidità e sapidità a intensità medio-alta, piccantezza media.",4,24088,
Sapore::piccante intenistà alta amaro intesità alta,Sapore,piccante intenistà alta;amaro intesità alta,Sapore piccante e amaro con intensità alta.,4,41311,
Sapore::manca rotondita' e pienezza poco umami,Sapore,"manca rotondita' e pienezza, poco umami","Sapore poco umami, manca di rotondità e pienezza.",4,15493,
Sapore::non equilib picc e salato,Sapore,non equilib picc e salato,"Sapore non equilibrato, piccante e salato.",4,26135,
Sapore::anonimo poco intenso,Sapore,Anonimo poco intenso,"Sapore anonimo, poco intenso.",4,15,
