dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Struttura della Pasta::occhitura da 1 mm a 4 mm dffusa al centro e verso un lato e sotto un piatto,Struttura della Pasta,Occhitura da 1 mm a 4 mm dffusa al centro e verso un lato e sotto un piatto,"Pasta con occhiatura da piccola a grande diffusa al centro, verso un lato e nella zona sottostante.",4,50301,
"Struttura della Pasta::bella grana ma la pasta sembra ""disunita",Struttura della Pasta,"Bella grana ma la pasta sembra ""disunita",Pasta con bella grana ma disunita.,4,3242,
Struttura della Pasta::fessure profonde,Struttura della Pasta,Fessure profonde!,Pasta con fessure profonde.,4,20,
Struttura della Pasta::quasi senza grana,Struttura della Pasta,Quasi senza grana,Pasta quasi senza grana.,4,3855,
Struttura della Pasta::gessata,Struttura della Pasta,Gessata,Pasta gessata.,4,42685,
Struttura della Pasta::non omogenea con un'area dubbia e tendente allo stirato un sotto piatto tendente al demoralizzato,Struttura della Pasta,Non omogenea con un'area dubbia e tendente allo stirato Un sotto piatto tendente al demoralizzato,"Pasta non omogenea con un'area dubbia, tendente allo stirato, e una zona sottostante tendente al demoralizzato.",4,33877,
Struttura della Pasta::abbondante micro0cchiatura al centro,Struttura della Pasta,Abbondante micro0cchiatura al centro,Pasta con abbondante microocchiatura al centro.,4,31957,
Struttura della Pasta::forma troppo ascritta segnalo numerosissime piccole fessure su tutta la superficie,Struttura della Pasta,"Forma troppo ascritta, segnalo numerosissime piccole fessure su tutta la superficie",Pasta con numerosissime piccole fessure su tutta la superficie.,4,5134,
Struttura della Pasta::presenza di microcchiature,Struttura della Pasta,Presenza di microcchiature,Pasta con microocchiatura diffusa.,4,41514,
Struttura della Pasta::leggera micro occhiatura frattura quasi regolare grana regolare verso lo esterno ma ondeggia da stirata al centro,Struttura della Pasta,Leggera micro occhiatura Frattura quasi regolare Grana regolare verso lo esterno ma ondeggia da stirata al centro,"Pasta con leggera microocchiatura, frattura quasi regolare e grana regolare verso l'esterno; al centro tende alla stiratura con andamento ondulato.",4,13180,
Struttura della Pasta::effetto radiale,Struttura della Pasta,Effetto radiale,Pasta con effetto radiale.,4,3339,
Struttura della Pasta::qualche microocch alcune fenditure,Struttura della Pasta,"Qualche microocch, alcune fenditure",Pasta con qualche microocchiatura e alcune fenditure.,4,47227,
Struttura della Pasta::in parte un poco' stirata,Struttura della Pasta,In parte un poco' stirata,Pasta leggermente stirata in parte.,4,23853,
Struttura della Pasta::fine unifirme,Struttura della Pasta,Fine unifirme,Pasta fine e uniforme.,4,26029,
Struttura della Pasta::frattura regolare grana fine è leggera microocchiatura,Struttura della Pasta,Frattura regolare grana fine è leggera Microocchiatura,"Pasta con frattura regolare, grana fine e leggera microocchiatura.",4,17004,
Struttura della Pasta::fessura di 2 cm,Struttura della Pasta,Fessura di 2 cm,Pasta con una fessura pronunciata.,4,314,
Struttura della Pasta::1 spacco 3 cm buona grana dotata di finezza una certa discrezionalità delle fibre centrale,Struttura della Pasta,"1 spacco 3 cm. Buona grana, dotata di finezza. Una certa discrezionalità delle fibre centrale","Pasta con uno spacco, buona grana fine e fibre centrali discretamente orientate.",4,5514,
Struttura della Pasta::piccolissima zona striata in periferia,Struttura della Pasta,Piccolissima zona striata in periferia,Pasta con piccola zona striata in periferia.,4,49191,
Struttura della Pasta::micro occhiatura diffusa,Struttura della Pasta,Micro occhiatura diffusa,Pasta con microocchiatura diffusa.,30,2198,
Struttura della Pasta::fessura leggera 1,Struttura della Pasta,Fessura leggera 1,Pasta con una leggera fessura.,4,3820,
Struttura della Pasta::un dell'occhio 5mm fessure piccole,Struttura della Pasta,Un dell'occhio 5mm fessure piccole,Pasta con un occhio e piccole fessure.,4,4629,
Struttura della Pasta::al limite dello stirato,Struttura della Pasta,Al limite dello stirato,Pasta tendente alla stiratura.,4,3340,
Struttura della Pasta::comaptto grana inesistente asciutto e impasta cristalli poco percepibili,Struttura della Pasta,"comaptto, grana inesistente, asciutto e impasta, cristalli poco percepibili","Pasta compatta con grana inesistente, asciutta e impastata, con cristalli poco percepibili.",4,27471,
Struttura della Pasta::negli angoli minoritaria presente,Struttura della Pasta,Negli angoli minoritaria presente,Pasta con occhiatura presente negli angoli in misura minoritaria.,4,1421,
Struttura della Pasta::occhiatura concentrata su una zona intravedo direzione nella struttura centrale quindi omogeneità non perfetta struttura granulosa frattura buona,Struttura della Pasta,"Occhiatura concentrata su una zona. Intravedo direzione nella struttura centrale, quindi omogeneità non perfetta. Struttura granulosa. Frattura buona","Pasta granulosa con occhiatura concentrata in una zona, struttura centrale orientata e frattura regolare.",4,40361,
Struttura della Pasta::granulosa grossolana con qualche frattura,Struttura della Pasta,Granulosa grossolana con qualche frattura,Pasta granulosa grossolana con qualche frattura.,4,9391,
Struttura della Pasta::piccole fratture al di sotto di un piatto,Struttura della Pasta,Piccole fratture al di sotto di un piatto,Pasta con piccole fratture al di sotto di un piatto.,4,50485,
Struttura della Pasta::prova di grana,Struttura della Pasta,Prova di grana,NON_DESCRITTO,4,5294,
Struttura della Pasta::la pasta sotto un piatto presenta leggera striature,Struttura della Pasta,La pasta sotto un piatto presenta leggera striature,Pasta con leggera striatura nella zona sottostante il piatto.,4,49922,
Struttura della Pasta::frattura regolare leggermente stirata al centro,Struttura della Pasta,"Frattura regolare, leggermente stirata al centro","Pasta con frattura regolare, leggermente stirata al centro.",4,13185,
Struttura della Pasta::grande e diffusa area spagnola centrale,Struttura della Pasta,Grande e diffusa area spagnola centrale,Pasta con ampia e diffusa occhiatura al centro.,10,1948,
Struttura della Pasta::sfatta disunita sabbiosa,Struttura della Pasta,"Sfatta, disunita, sabbiosa","Pasta sfatta, disunita e sabbiosa.",4,51601,
Struttura della Pasta::parte spugnosa vicino alla fessura e stirata vicino al taglio,Struttura della Pasta,Parte spugnosa vicino alla fessura e stirata vicino al taglio,Pasta con zona spugnosa vicino alla fessura e stirata in prossimità del taglio.,4,49509,
Struttura della Pasta::non omogenea leggermente tirata,Struttura della Pasta,"Non omogenea, leggermente tirata",Pasta non omogenea e leggermente stirata.,4,14308,
Struttura della Pasta::bocciature 1_2 mm centrali e verso crosta striature piccoli spacchi,Struttura della Pasta,"Bocciature 1_2 mm centrali e verso crosta, striature , piccoli spacchi","Pasta con piccole occhiature centrali e verso la crosta, striature e piccoli spacchi.",4,7907,
Struttura della Pasta::1 piccola frattura 3cm e altre più piccole grana un poco grossolana,Struttura della Pasta,1 piccola frattura 3cm e altre più piccole grana un Poco grossolana,"Pasta con una piccola frattura, altre più piccole e grana leggermente grossolana.",4,33878,
Struttura della Pasta::microocchiatura fine grana abbastanza fine con lievi andamenti di verso,Struttura della Pasta,Microocchiatura fine. Grana abbastanza fine con lievi andamenti di verso,"Pasta con microocchiatura fine e grana abbastanza fine, con lievi andamenti di verso.",4,22319,
Struttura della Pasta::strappi e pasta cessata sotto 1 piatto disomogenea,Struttura della Pasta,Strappi e pasta cessata sotto 1 piatto disomogenea,Pasta con strappi e zona disomogenea sotto un'area compatta.,4,7824,
Struttura della Pasta::microocchiatura grana brutta non tipica,Struttura della Pasta,"Microocchiatura, grana brutta non tipica",Pasta con microocchiatura e grana non tipica.,4,35785,
Struttura della Pasta::forse il voto dato va diminuito di 1,Struttura della Pasta,Forse il voto dato va diminuito di 1!,NON_DESCRITTO,4,46,
Struttura della Pasta::abbastanza omogenea,Struttura della Pasta,Abbastanza omogenea,Pasta abbastanza omogenea.,4,37026,
Struttura della Pasta::grana grossolana microocch diffuse,Struttura della Pasta,"Grana grossolana, microocch. Diffuse",Pasta con grana grossolana e microocchiatura diffusa.,4,15582,
Struttura della Pasta::frattura molto irregolare grandiosa con cristalli,Struttura della Pasta,"Frattura molto irregolare, grandiosa con cristalli","Pasta con frattura molto irregolare, grandiosa, con cristalli.",4,5908,
Struttura della Pasta::leggermente microocch zone leggermente stirate,Struttura della Pasta,"Leggermente microocch, zone leggermente stirate",Pasta leggermente microocchiata con zone leggermente stirate.,4,22323,
Struttura della Pasta::scagliosa locale striature grana localmente abbastanza bella,Struttura della Pasta,"Scagliosa, locale striature, grana localmente abbastanza bella",Pasta scagliosa con striature localizzate e grana localmente abbastanza bella.,4,16931,
Struttura della Pasta::stirata qualche occhio non omogenea,Struttura della Pasta,"Stirata, qualche occhio. Non omogenea","Pasta stirata con qualche occhiatura, non omogenea.",4,7905,
Struttura della Pasta::frattura irregolare ma grana fine,Struttura della Pasta,Frattura irregolare ma grana fine,Pasta con frattura irregolare ma grana fine.,4,6055,
Struttura della Pasta::microocchiatura e frattura centrale 4x0 3 cm,Struttura della Pasta,"Microocchiatura e frattura centrale 4x0,3 cm",Pasta con microocchiatura e frattura centrale.,4,7442,
Struttura della Pasta::buona la frattura ma spacco e dittatura centrale,Struttura della Pasta,"Buona la frattura, ma spacco e dittatura centrale",Pasta con frattura regolare ma spacco e disidratazione centrale.,4,30849,
Struttura della Pasta::fessura di 3cm,Struttura della Pasta,Fessura di 3cm,Pasta con una fessura pronunciata.,8,48551,
Struttura della Pasta::bella frattura omogenea la grana tendente al fine,Struttura della Pasta,"Bella frattura, omogenea la grana, tendente al fine.","Pasta con bella frattura, grana omogenea e tendente al fine.",4,18849,
Struttura della Pasta::due piccole fessure da 1 cm,Struttura della Pasta,Due piccole fessure da 1 cm,Pasta con due piccole fessure.,4,329,
Struttura della Pasta::due forme bella solo da un lato occhi anche grossi,Struttura della Pasta,Due forme bella solo da un lato occhi anche grossi,"Pasta con occhiatura, anche di dimensioni pronunciate, presente prevalentemente su un lato.",4,44342,
Struttura della Pasta::nel complesso bella,Struttura della Pasta,Nel complesso bella!,NON_DESCRITTO,4,1762,
Struttura della Pasta::impercettibile micro occhiatura centrale,Struttura della Pasta,Impercettibile micro Occhiatura centrale,Pasta con microocchiatura impercettibile al centro.,4,12,
Struttura della Pasta::micro occhiatura diffusa nella parte centrale per il resto grana abbastanza definita,Struttura della Pasta,"Micro occhiatura diffusa nella parte centrale, per il resto grana abbastanza definita",Pasta con microocchiatura diffusa nella parte centrale e grana abbastanza definita nel resto.,4,37032,
Struttura della Pasta::frattura regolare e grana media,Struttura della Pasta,Frattura regolare e grana media,Pasta con frattura regolare e grana media.,4,44164,
Struttura della Pasta::rade microocch,Struttura della Pasta,Rade microocch,Pasta con microocchiatura rada.,4,18929,
Struttura della Pasta::centro diverso (grana più piccola sembra umido ) rispetto al resto presenza di briciole,Struttura della Pasta,Centro diverso (grana più piccola sembra umido ) rispetto al resto presenza di briciole,"Pasta con grana più piccola e umida al centro, diversa dal resto, con presenza di briciole.",4,50550,
Struttura della Pasta::scaglioso sotto un piatto,Struttura della Pasta,Scaglioso sotto un piatto,Pasta scagliosa con zona superficiale piatta.,4,51365,
Struttura della Pasta::struttura granulosa anche abbastanza omogenea peccato la frattura che attraversa buona parte della sezione verticale taglio appena discreto,Struttura della Pasta,Struttura Granulosa anche abbastanza omogenea . Peccato la frattura che attraversa buona parte della sezione verticale. Taglio appena discreto,"Pasta granulosa e abbastanza omogenea, con una frattura che attraversa buona parte della sezione, e taglio poco netto.",4,20402,
Struttura della Pasta::frattura molto regolare leggere striature centrale,Struttura della Pasta,Frattura molto regolare leggere striature centrale,Pasta con frattura molto regolare e leggere striature al centro.,4,22317,
Struttura della Pasta::poca struttura molto pressareta,Struttura della Pasta,Poca struttura molto pressareta,Pasta poco strutturata e molto pressata.,4,25637,
Struttura della Pasta::presenza di qualche piccolo occhio di 2mm in una piccola area della forma così anche per la microocchiatura,Struttura della Pasta,"Presenza di qualche piccolo occhio di 2mm in una piccola area della forma, così anche per la microocchiatura",Pasta con qualche piccolo occhio e microocchiatura in una piccola area della forma.,4,51497,
Struttura della Pasta::frattura non buona struttura anna regolare,Struttura della Pasta,Frattura non buona. Struttura Anna regolare,Pasta con frattura irregolare e struttura regolare.,4,15524,
Struttura della Pasta::sotto un piatto zona che sembra sfogliare fitta micro occhiatura e striature centrali,Struttura della Pasta,Sotto un piatto zona che sembra sfogliare fitta micro occhiatura e striature centrali,"Pasta con zona sottostante a struttura fitta, microocchiatura diffusa e striature al centro.",4,13181,
Struttura della Pasta::microocchiatura diffusa su quasiu tutta la superficie,Struttura della Pasta,Microocchiatura diffusa su quasiu tutta la superficie,Pasta con microocchiatura diffusa su quasi tutta la superficie.,4,35724,
Struttura della Pasta::un occhio oltre i 5mm e una crepa,Struttura della Pasta,Un occhio oltre i 5mm e una crepa,Pasta con una grossa occhiatura e una crepa.,4,21776,
Struttura della Pasta::presenza di un occhio da 5 mm,Struttura della Pasta,Presenza di un occhio da 5 mm,Pasta con un occhio di medie dimensioni.,4,696,
Struttura della Pasta::frattura regolare ma strappi in centro grana grossolana ma uniforme,Struttura della Pasta,Frattura regolare ma strappi in centro grana grossolana ma uniforme,"Pasta con frattura regolare, strappi al centro, grana grossolana ma uniforme.",4,17386,
Struttura della Pasta::profonda fessurazione centrale e altre più piccole più su un lato,Struttura della Pasta,Profonda fessurazione centrale e altre più piccole più su un lato,Pasta con profonda fessurazione al centro e altre minori su un lato.,4,2376,
Struttura della Pasta::regolare e grana abbastanza fine,Struttura della Pasta,Regolare e grana abbastanza fine,Pasta regolare con grana abbastanza fine.,4,37359,
Struttura della Pasta::striato e con un segno di essudazione credo dovuto al frigo,Struttura della Pasta,Striato e con un segno di essudazione credo dovuto al frigo,Pasta striata con traccia di essudazione.,4,21867,
Struttura della Pasta::non omogenea granulosa aree tendente allo stirato,Struttura della Pasta,Non omogenea Granulosa Aree tendente allo Stirato,"Pasta non omogenea, granulosa con aree tendenti allo stirato.",4,9886,
Struttura della Pasta::profonda frattura 6 cm con occhio di 1 cm altre fratture più piccole sotto un piatto cristalli e,Struttura della Pasta,Profonda frattura 6 cm con occhio di 1 cm altre fratture più piccole sotto un piatto cristalli e,"Pasta con frattura profonda, occhiatura di medie dimensioni e altre fratture più piccole, zona con cristalli piatta.",8,29527,
Struttura della Pasta::qualche occhiatura in metà forma area centrale leggermente stirata,Struttura della Pasta,"Qualche occhiatura in metà forma,area centrale leggermente stirata",Pasta con qualche occhiatura in metà forma e area centrale leggermente stirata.,4,22234,
Struttura della Pasta::frattura omogenea struttura ruvida grossolana che si perde verso il centro,Struttura della Pasta,"Frattura omogenea. Struttura ruvida,grossolana, che si perde verso il centro","Pasta con frattura omogenea, struttura ruvida e grossolana che tende a farsi più fine verso il centro.",4,15468,
Struttura della Pasta::poco grandiosa qualche zona con micro occhiatura,Struttura della Pasta,"Poco grandiosa, qualche zona con micro occhiatura",Pasta poco grandiosa con qualche zona di microocchiatura.,4,35666,
Struttura della Pasta::profondi avvallamenti per frattura molto irregolare,Struttura della Pasta,Profondi avvallamenti per frattura molto irregolare,Pasta con profondi avvallamenti per frattura molto irregolare.,4,32338,
Struttura della Pasta::frattura regolare pasta con tendenza stirata occhiature in zona centrale,Struttura della Pasta,"Frattura regolare, pasta con tendenza stirata. Occhiature in zona centrale","Pasta con frattura regolare, tendente alla stiratura, e occhiature in zona centrale.",4,12975,
Struttura della Pasta::non omogenea area centrale tendente allo stirata grossolana,Struttura della Pasta,Non omogenea Area centrale tendente allo stirata Grossolana,"Pasta non omogenea, con area centrale tendente allo stirato e grossolana.",4,23848,
Struttura della Pasta::disomogenea con zona stirata al centro e grana media esterna,Struttura della Pasta,Disomogenea con zona stirata al centro e grana media esterna,Pasta disomogenea con zona stirata al centro e grana media esterna.,4,44752,
Struttura della Pasta::microocchiatura centrale che rovina un poco' una struttura buona,Struttura della Pasta,Microocchiatura centrale che rovina un poco' una struttura buona,Pasta con microocchiatura centrale che compromette leggermente una struttura altrimenti buona.,4,9222,
Struttura della Pasta::frattura ok grana poco profilata con andamenti striati presenza di lieve occhiatura,Struttura della Pasta,"Frattura ok, grana poco profilata con andamenti striati, presenza di lieve occhiatura","Pasta con frattura regolare, grana poco profilata con andamenti striati e lieve occhiatura.",4,42830,
Struttura della Pasta::presenza di crepa,Struttura della Pasta,Presenza di crepa,Pasta con crepa.,4,33881,
Struttura della Pasta::stirata con frattura circolare e microocchiatura fine,Struttura della Pasta,Stirata con frattura circolare e Microocchiatura fine,Pasta stirata con frattura circolare e microocchiatura fine.,4,7978,
Struttura della Pasta::grana uniforme granulosa frattura con cratere,Struttura della Pasta,"Grana uniforme, granulosa. Frattura con cratere.","Pasta con grana uniforme e granulosa, frattura con cratere.",4,18310,
Struttura della Pasta::grandiosa abbastanza regolare presenza di micro occhiature,Struttura della Pasta,"Grandiosa, abbastanza regolare, presenza di micro occhiature","Pasta grandiosa, abbastanza regolare, con presenza di microocchiature.",4,22233,
Struttura della Pasta::disomogeneità diversi strappi,Struttura della Pasta,"Disomogeneità, diversi strappi,",Pasta disomogenea con diversi strappi.,4,7831,
Struttura della Pasta::granulosa grossolana,Struttura della Pasta,Granulosa grossolana,Pasta granulosa e grossolana.,8,7520,
Struttura della Pasta::bella con grana anche fine frattura buona,Struttura della Pasta,"Bella con grana anche fine, frattura buona",Pasta con bella grana fine e frattura regolare.,4,11508,
Struttura della Pasta::struttura granulosa frattura abbastanza regolare assenza di particolari difetti,Struttura della Pasta,"Struttura granulosa, frattura abbastanza regolare, assenza di particolari difetti",Pasta granulosa con frattura abbastanza regolare e assenza di difetti strutturali.,4,42829,
Struttura della Pasta::microocchiatura anche grossa grana abbastanza fine,Struttura della Pasta,Microocchiatura anche grossa grana abbastanza fine,"Pasta con microocchiatura, grana abbastanza fine e alcuni occhi più grossi.",4,37034,
Struttura della Pasta::non c'è ci sono solo occhi e stiratute,Struttura della Pasta,Non c'è ci sono solo occhi e stiratute,"Pasta con occhiatura e stirature, senza frattura regolare.",4,30804,
Struttura della Pasta::grana fine presente microocchiature diffuse c'è un grosso occhio,Struttura della Pasta,"Grana fine, presente microocchiature diffuse. C'è un grosso occhio.",Pasta a grana fine con microocchiature diffuse e un'occhiatura grossolana.,4,23923,
Struttura della Pasta::stirata microocchiatura al centro disomogenea gessata,Struttura della Pasta,"Stirata, Microocchiatura al centro, disomogenea, gessata","Pasta stirata con microocchiatura al centro, disomogenea e gessata.",4,7982,
Struttura della Pasta::microocchiatura soprattutto in metà forma l'altra appare più bella anche per grana,Struttura della Pasta,"Microocchiatura soprattutto in metà forma, l'altra appare più bella anche per grana","Pasta con microocchiatura prevalentemente in una metà, l'altra più compatta e con grana fine.",4,11647,
Struttura della Pasta::frattura ok grana bella ma con qualche difettosita legata alla micro occhiatura e ad andamento striato,Struttura della Pasta,"Frattura ok, grana bella ma con qualche difettosita legata alla micro occhiatura, e ad andamento striato","Pasta con frattura regolare e bella grana, ma con qualche difettosità legata alla microocchiatura e ad andamento striato.",4,22326,
Struttura della Pasta::fitta microocchiatura inf 1 mm,Struttura della Pasta,Fitta microocchiatura inf 1 mm,Pasta con fitta microocchiatura.,4,35720,
Struttura della Pasta::granulosa e regolare,Struttura della Pasta,Granulosa e regolare,Pasta granulosa e regolare.,4,18775,
Struttura della Pasta::3 fratture profonde altre più piccole e il segno dell'ago con pasta di co ore rosato e cristallini,Struttura della Pasta,3 fratture profonde altre più piccole e il segno dell'ago con pasta di co!ore rosato e cristallini,"Pasta con tre fratture profonde, altre più piccole e segno dell'ago, di colore rosato con cristallini.",4,48903,
Struttura della Pasta::frattura centrale con micro occhiatura,Struttura della Pasta,Frattura centrale con micro Occhiatura,Pasta con frattura centrale e microocchiatura.,4,36943,
Struttura della Pasta::frattura su un lato irregolare e zona stirata,Struttura della Pasta,Frattura su un lato irregolare e zona stirata,Pasta con frattura irregolare su un lato e zona stirata.,4,20400,
Struttura della Pasta::microcchiature laterale,Struttura della Pasta,Microcchiature laterale,Pasta con microocchiatura laterale.,4,513,
Struttura della Pasta::struttura a scaglie non granulosa,Struttura della Pasta,"Struttura a scaglie, non granulosa","Pasta a scaglie, non granulosa.",4,49396,
Struttura della Pasta::secco e farinoso buoni i cristalli media solubilità,Struttura della Pasta,"secco e farinoso, buoni i cristalli, media solubilità","Pasta secca e farinosa, con cristalli evidenti.",4,27409,
Struttura della Pasta::frattura ok grana poco profilata con micro occhiature e zone stirate,Struttura della Pasta,"Frattura ok, grana poco profilata con micro occhiature e zone stirate","Pasta con frattura regolare, grana poco profilata, micro occhiature e zone stirate.",2,46944,
Struttura della Pasta::omogen4a e grandiosa regolare,Struttura della Pasta,Omogen4a e grandiosa regolare,"Pasta omogenea e grandiosa, frattura regolare.",4,7829,
Struttura della Pasta::molte occhiature grana fine e grossolana frattura omogenea,Struttura della Pasta,Molte occhiature grana fine e grossolana frattura omogenea,"Pasta con molte occhiature, grana fine e grossolana, frattura omogenea.",2,46357,
Struttura della Pasta::carico,Struttura della Pasta,Carico,Pasta carica.,4,33646,
Struttura della Pasta::struttura dall' aspetto anomalo non granulosa ristrutturata presente occhiatura,Struttura della Pasta,"Struttura dall' aspetto anomalo, non granulosa, Ristrutturata, Presente occhiatura,","Pasta con struttura anomala, non granulosa, con occhiatura.",4,41347,
Struttura della Pasta::1 fessura,Struttura della Pasta,1 fessura,Pasta con una fessura.,4,313,
Struttura della Pasta::occhio di oltre 2 cm e micro occhiatina diffusa,Struttura della Pasta,Occhio di oltre 2 cm e micro occhiatina diffusa,Pasta con occhio di grande dimensione e microocchiatura diffusa.,4,4742,
Struttura della Pasta::microocchiatura diffusa discreta buon taglio grana lievemente disomogenea stiratina al centro,Struttura della Pasta,"Microocchiatura diffusa, discreta. Buon taglio. Grana lievemente disomogenea, stiratina al centro","Pasta con microocchiatura diffusa e discreta, grana lievemente disomogenea e leggera stiratura al centro.",4,22228,
Struttura della Pasta::microocchiature e dittatura centrale,Struttura della Pasta,Microocchiature e dittatura centrale,Pasta con microocchiature e dittatura al centro.,4,35485,
Struttura della Pasta::grande area centrale spugnosa bolle fratture,Struttura della Pasta,"Grande area centrale spugnosa, bolle, fratture","Pasta con grande area centrale spugnosa, bolle e fratture.",4,13883,
Struttura della Pasta::grana grossa qualche strappetto frattura,Struttura della Pasta,"Grana grossa, qualche strappetto, frattura","Pasta con grana grossa, qualche strappo e frattura irregolare.",4,5905,
Struttura della Pasta::un poco grossolana ma unif,Struttura della Pasta,Un Poco grossolana ma unif,Pasta leggermente grossolana ma uniforme.,4,15523,
Struttura della Pasta::frattura abbastanza regolare grana semi fine,Struttura della Pasta,"Frattura abbastanza regolare,grana semi fine",Pasta con frattura abbastanza regolare e grana semi fine.,4,11434,
Struttura della Pasta::grossa fessura grana poco formata stiratura,Struttura della Pasta,Grossa fessura grana poco formata stiratura,"Pasta con grossa fessura, grana poco formata e stiratura.",4,5522,
Struttura della Pasta::grossa frattura struttura grana positiva,Struttura della Pasta,Grossa frattura struttura grana positiva,Pasta con frattura grossa e grana positiva.,4,32270,
Struttura della Pasta::non regolare grossolana presenza di aree tendenti allo stirato,Struttura della Pasta,Non regolare Grossolana Presenza di aree tendenti allo stirato,"Pasta non regolare, grossolana, con aree tendenti alla stiratura.",2,46263,
Struttura della Pasta::regolare granulosa presenza microocchiatura,Struttura della Pasta,Regolare granulosa Presenza Microocchiatura,Pasta regolare e granulosa con microocchiatura.,4,24198,
Struttura della Pasta::frattura con avvallamenti e qualche piccola frattura cristalli,Struttura della Pasta,Frattura con avvallamenti e qualche piccola frattura cristalli,Pasta con frattura caratterizzata da avvallamenti e piccole fratture cristalline.,4,31799,
Struttura della Pasta::frattura abbastanza regolare ma incavata,Struttura della Pasta,Frattura abbastanza regolare ma incavata,Pasta con frattura abbastanza regolare ma incavata.,4,1759,
Struttura della Pasta::grana grossa e omogenea ma sono presenti numerosi spacchi e sfoglie,Struttura della Pasta,Grana grossa e omogenea ma sono presenti numerosi spacchi e sfoglie,"Pasta con grana grossa e omogenea, ma con numerosi spacchi e sfoglie.",4,42618,
Struttura della Pasta::microocchiatura diffusa,Struttura della Pasta,Microocchiatura diffusa,Pasta con microocchiatura diffusa.,18,1300,
Struttura della Pasta::nel centro soprattutto,Struttura della Pasta,Nel centro soprattutto,NON_DESCRITTO,4,3874,
Struttura della Pasta::struttura non omogenea in parte stirata presente occhiatura da emmentaler,Struttura della Pasta,Struttura non omogenea in parte stirata. Presente occhiatura da emmentaler,"Pasta non omogenea, in parte stirata, con occhiatura da emmentaler.",4,47452,
